random_mpc_on,episodes,success_rate,zone_time_mean_s,zone_ratio_mean,zone_entries_mean,target_err_mean,target_err_p95_mean,hold_err_mean,attach_err_mean,hf_target_err_diff_rms_mean,hf_attach_err_diff_rms_mean,hf_qdot_diff_rms_mean
1,200,0.755,0.41172,0.05018833153016322,4.025,0.26097624262431457,0.7756289644296614,0.4911764182798082,0.02857560384161578,0.0010244629566093582,0.00043903561750811273,0.3302751443442564
0,200,0.97,2.7678000000000003,0.3179222463411658,14.51,0.16838437466516268,0.8189155042205695,0.5001046203719917,0.061289035606642894,0.0013809990805450166,0.0011743770903972022,0.3200855885897655
