episode,success_delta_on_minus_off,zone_time_delta_on_minus_off,zone_ratio_delta_on_minus_off,target_err_mean_delta_on_minus_off,attach_err_mean_delta_on_minus_off,hf_target_err_diff_rms_delta_on_minus_off,hf_attach_err_diff_rms_delta_on_minus_off,hf_qdot_diff_rms_delta_on_minus_off,win_zone_time_on,win_attach_err_on,win_hf_attach_on,win_hf_qdot_on
89,0.0,-3.0020000000000002,-0.33237378210806023,-0.03534525289713461,-0.01707765156976683,-0.00022861799286145882,-0.0004297603384706936,-0.059417635042621875,1.0,1.0,1.0,1.0
90,-1.0,-2.736,-0.37623762376237624,0.8386265864837336,nan,-9.683714125869334e-05,nan,0.015167406435256936,1.0,nan,nan,0.0
91,0.0,-3.69,-0.2589837170129141,-0.06042849089655894,-0.05890782347695103,-0.0005109404023382485,-0.0010254635850048097,-0.0783841118007293,1.0,1.0,1.0,1.0
92,1.0,-2.5420000000000003,-0.33220073183481447,-0.1824215823974998,nan,-9.84574269783235e-05,nan,0.11883135501445746,1.0,nan,nan,0.0
93,0.0,-0.742,-0.11222020568663038,-0.04665361761136705,-0.041676441594065555,-0.00031129478821234516,-0.000589001680854351,-0.0750229541337048,1.0,1.0,1.0,1.0
94,0.0,-1.038,-0.11595174262734584,-0.07263753754214072,-0.05362477324482557,-0.00029141396554111594,-0.0006424271120925882,-0.09596023496029898,1.0,1.0,1.0,1.0
95,0.0,-3.09,-0.22548161120840632,-0.0629771762408183,-0.05635067762793104,-0.0004893008266798602,-0.000995602728427079,-0.117127366582057,1.0,1.0,1.0,1.0
96,0.0,-5.04,-0.3407707910750507,-0.06976580065752606,-0.06173854278939234,-0.000669112819715978,-0.0011576320216141098,-0.07851369739779673,1.0,1.0,1.0,1.0
97,-1.0,-2.83,-0.4401244167962675,0.5382051193014565,nan,-0.00014622871967088493,nan,0.10279926615890217,1.0,nan,nan,0.0
98,1.0,-1.4160000000000001,-0.18955823293172688,-0.16973500043635179,nan,-8.52657449981857e-05,nan,0.11199382633076124,1.0,nan,nan,0.0
99,-1.0,-0.06,-0.008797653958944277,0.3293168660916072,nan,-0.0007371990744203068,nan,0.20169282243156061,1.0,nan,nan,0.0
100,0.0,-2.79,-0.31966086159486706,-0.06909272849933418,-0.058904896076468205,-0.00043029674406265496,-0.0007844109741868812,-0.07231075036296175,1.0,1.0,1.0,1.0
101,-1.0,-0.508,-0.07720364741641338,0.13843513734921128,nan,-0.0005203994464031861,nan,0.2797731138294384,1.0,nan,nan,0.0
102,0.0,-3.7379999999999995,-0.436376371702078,-0.03915100920606125,-0.035932471933508514,-0.0004897286301871285,-0.0007390912791779735,0.013882983415183459,1.0,1.0,1.0,0.0
103,0.0,0.0,0.0,-0.034866941852105454,-0.007106822310329015,-6.868092729191426e-05,-0.0003162791789038069,-0.05273567334732315,0.0,1.0,1.0,1.0
104,0.0,-0.586,-0.035584163225649744,-0.021366294716087184,-0.008131071066516237,-0.0002634685891957368,-0.0006154238449161976,-0.016472453884171123,1.0,1.0,1.0,1.0
105,0.0,-1.354,-0.07293686705451412,-0.03525715644456058,-0.02625038420173965,-0.0004980067172866622,-0.0009124362179203391,-0.09905292351797806,1.0,1.0,1.0,1.0
106,-1.0,-5.566,-0.6858058156727452,0.9163348642111693,nan,0.00014492844127564526,nan,0.14392873208989987,1.0,nan,nan,0.0
107,0.0,-0.192,-0.026651860077734596,0.0033587585502845435,0.0022350252075170884,-0.00012290357521031118,-9.081835924254586e-05,0.2009936414704023,1.0,0.0,1.0,0.0
108,0.0,-4.526,-0.5325959049188044,-0.013576985470757308,0.005707258079010593,3.933179282807346e-05,8.72278783934071e-06,0.06702917394098959,1.0,0.0,0.0,0.0
109,0.0,-1.5100000000000002,-0.21998834498834502,-0.04869661816680168,-0.053735390419843196,-0.00035152988190233236,-0.0009646928082812018,-0.05390660293812782,1.0,1.0,1.0,1.0
110,0.0,-1.6740000000000002,-0.24359720605355067,-0.05679417244646506,-0.05219173578742835,-0.0002789686454091019,-0.0008540414843010715,-0.07988521144051158,1.0,1.0,1.0,1.0
111,0.0,-2.966,-0.4007025128343691,-0.07772409809646148,-0.06487254383211825,-0.0004179776251406204,-0.0007345370093883454,-0.07382614855478364,1.0,1.0,1.0,1.0
112,0.0,-0.02400000000000002,-0.0034129692832764527,-0.03641638747409548,-0.04078326137647459,-0.000560999153459484,-0.000921052395693532,0.09077783273611051,1.0,1.0,1.0,0.0
113,0.0,-3.7140000000000004,-0.38881909547738697,-0.0655619024497641,-0.059387606329472716,-0.0006132239364179557,-0.0009495453754524796,-0.10374754387472729,1.0,1.0,1.0,1.0
114,0.0,-3.978,-0.45421329070564054,-0.06812940892760419,-0.06178961119818564,-0.0005229418514346223,-0.0008406287414301569,-0.13491997418492951,1.0,1.0,1.0,1.0
115,-1.0,0.5120000000000005,0.06647623993767848,0.6988798002055785,nan,8.256356481607012e-05,nan,0.0392185130349485,0.0,nan,nan,0.0
116,-1.0,0.8959999999999999,0.11962616822429906,0.6464831001533768,nan,0.00013685651173980557,nan,0.13045782168473635,0.0,nan,nan,0.0
117,-1.0,-2.614,-0.37939042089985486,0.565391686904116,nan,-0.00020673796432830495,nan,0.055923004085641326,1.0,nan,nan,0.0
118,-1.0,-3.172,-0.42981029810298105,0.8729369393063234,nan,-0.00010498220848747164,nan,0.01135990774501705,1.0,nan,nan,0.0
