episode,random_mpc_on,success,zone_steps,zone_time_s,zone_ratio,zone_entries,target_err_mean,target_err_p95,hold_err_mean,attach_err_mean,hf_target_err_diff_rms,hf_attach_err_diff_rms,hf_qdot_diff_rms,x_start,x_end,speed,y_noise_mean,y_noise_std,noise_seed,kf_seed
12,1,1,83,0.166,0.024002313475997687,15,0.13727307278931125,0.7795621957313545,0.3731109305280183,0.021705658350115033,0.0009589177704506563,0.00046442043975035755,0.2927031778666905,-0.635143779236128,0.4945097798234975,0.3876014879751466,0.016950959595316967,0.005,2106356452,672869837
12,0,1,419,0.838,0.12116830537883169,6,0.16585545929984324,0.7799193842134758,0.35969683102220207,0.05361883173774143,0.0013273566716012419,0.001045993097366924,0.3660985549783448,-0.635143779236128,0.4945097798234975,0.3876014879751466,0.016950959595316967,0.005,2106356452,672869837
13,1,1,477,0.9540000000000001,0.08843159065628477,1,0.07433401239940794,0.5582114045752994,0.5929691197837006,0.019507859608242573,0.0007207503497380799,0.0002689682152019058,0.2659195783988932,-0.6301690767669349,0.21191340224661367,0.12409065579241241,0.010612911826852377,0.005,401942296,1809822167
13,0,1,1929,3.858,0.3576195773081201,28,0.14295329102244597,0.6420947995140898,0.5509822352046296,0.07378475052181833,0.0013169652753060807,0.0012460317748528506,0.3597524604791878,-0.6301690767669349,0.21191340224661367,0.12409065579241241,0.010612911826852377,0.005,401942296,1809822167
14,1,1,247,0.494,0.08053472448646887,41,0.1805451688084943,0.8147910907052641,0.4158439631178554,0.024748605571313045,0.000906619019816639,0.00028077997108024415,0.3095397778094535,-0.6417594234700046,0.3936703619484394,0.4854328613425538,0.007639015259593658,0.005,181052609,893821600
14,0,1,456,0.912,0.14867949135963482,15,0.16983648302288007,0.8078802983950663,0.37903686406747616,0.05983423994887563,0.0015587653914991696,0.0013657910284927159,0.3190713133996807,-0.6417594234700046,0.3936703619484394,0.4854328613425538,0.007639015259593658,0.005,181052609,893821600
15,1,1,241,0.482,0.0552498853736818,4,0.09772896532133798,0.7494669627343408,0.5128804543035133,0.01855064749520783,0.0009884113364040017,0.0005405270676386209,0.2417538674483088,-0.7864379357557297,0.4548608398321157,0.2628596498814766,0.006004873660228977,0.005,1110496718,905784460
15,0,1,2086,4.172,0.4782209995414947,25,0.17701038054005824,0.8184825010154055,0.6203293370169658,0.0862024788497226,0.001542775846145525,0.001431630702262928,0.3514419740927889,-0.7864379357557297,0.4548608398321157,0.2628596498814766,0.006004873660228977,0.005,1110496718,905784460
16,1,1,200,0.4,0.05591277606933184,2,0.12796138064052812,0.7810777670421387,0.36134141513979995,0.019666990482607203,0.0009791157495842172,0.0004870629339249714,0.40346321277772706,-0.655045146105285,0.43837441647976216,0.34673638085383673,0.009477517570877203,0.005,1170918536,185381386
16,0,1,1155,2.31,0.32289628180039137,18,0.18472622074295478,0.7903932655757215,0.34323691614162005,0.07598426403500372,0.0013903906598803648,0.001201186387637823,0.3578279815532276,-0.655045146105285,0.43837441647976216,0.34673638085383673,0.009477517570877203,0.005,1170918536,185381386
17,1,1,277,0.554,0.06228918371936137,11,0.08255521732239872,0.6408398957629579,0.4860410228983039,0.0153274655303351,0.0008260917060809349,0.00033699821374675524,0.2767298711718707,-0.5587129039270418,0.3375116959050686,0.18316068593876378,0.012614685097571701,0.005,1743464936,1937336380
17,0,1,2202,4.404,0.4951652799640207,23,0.14963090120732433,0.6667106886180572,0.5193524221157394,0.0794031157359656,0.0013401521069924009,0.0012220673967248048,0.3553444702429567,-0.5587129039270418,0.3375116959050686,0.18316068593876378,0.012614685097571701,0.005,1743464936,1937336380
18,1,1,260,0.52,0.051191179366016935,2,0.07940550382900553,0.565049994012579,0.5081386445419364,0.01978891437298062,0.0008319201192177044,0.00042527574343891413,0.26962314024596584,-0.5970427230714846,0.6899618177180191,0.20904386884905107,0.013496013564680713,0.005,1590222927,1578902054
18,0,1,3181,6.362,0.6263043906280764,8,0.08497829048625992,0.6136775429857498,0.5307101272503655,0.013443519021332387,0.0008181673750370672,0.0004802060047574003,0.16265829275111698,-0.5970427230714846,0.6899618177180191,0.20904386884905107,0.013496013564680713,0.005,1590222927,1578902054
19,1,1,113,0.226,0.025324966382787986,10,0.0867886327238668,0.6157517466532327,0.42923068327513464,0.01774768440528294,0.0008904405508961744,0.0004092294530738121,0.26980666611004295,-0.5253693540627558,0.5289396458244653,0.21416777447299135,0.009700183649722454,0.005,1933157178,714513807
19,0,1,1272,2.544,0.2850739578664276,20,0.13957125946995202,0.6315778075908988,0.3360271446018285,0.06411468973647082,0.0013449460162297574,0.0012301634285520947,0.3620054964175397,-0.5253693540627558,0.5289396458244653,0.21416777447299135,0.009700183649722454,0.005,1933157178,714513807
20,1,1,314,0.628,0.06895037329819939,2,0.0853814576631826,0.6647602284447567,0.5515238558335571,0.018180398212267242,0.0008878913010368381,0.0004825758537621454,0.2693432352745426,-0.6563910220404613,0.5264845769251653,0.23162373964352825,0.014872179002127395,0.005,511007828,1463729499
20,0,1,2670,5.34,0.5862977602108037,4,0.09795956538832686,0.709505574389282,0.5598304756711243,0.012847551152019085,0.0008450122313227353,0.00048251477112218674,0.1742475408830414,-0.6563910220404613,0.5264845769251653,0.23162373964352825,0.014872179002127395,0.005,511007828,1463729499
21,1,1,302,0.604,0.056863114291093954,2,0.08041979525222791,0.582891719560952,0.4898173111183582,0.018101587848970216,0.0008127363403118678,0.0003580670105575161,0.27507085805131576,-0.6980200961394174,0.390501710122516,0.16440820789849808,0.011345338080487828,0.005,294093398,1751679020
21,0,1,1907,3.814,0.35906608924872907,31,0.15305487505706922,0.6835629191544743,0.5779465554896853,0.07974541084258165,0.0014005763900861437,0.0013143148775812566,0.3594133076908086,-0.6980200961394174,0.390501710122516,0.16440820789849808,0.011345338080487828,0.005,294093398,1751679020
22,1,0,83,0.166,0.023734629682585072,35,0.3417299331148245,0.7806785550038055,0.29311222586175595,nan,0.0010214854615936651,nan,0.6375609088536972,-0.6788508528710326,0.6816247763288588,0.45444680659380865,0.018226973994529858,0.005,646471554,1321243658
22,0,1,184,0.368,0.05261652845295968,7,0.17139479294910992,0.7852715300275245,0.3692856759048058,0.0578720212041071,0.0016334532766882905,0.001429024938091513,0.3460513861853544,-0.6788508528710326,0.6816247763288588,0.45444680659380865,0.018226973994529858,0.005,646471554,1321243658
23,1,1,0,0.0,0.0,0,0.09152209713170137,0.360990961906481,0.3735801338955871,0.021493061008000254,0.0007190610430893472,0.00028595963457511545,0.2466994508690541,-0.844074508035627,0.5961251221614594,0.13046733307922082,0.011507440171406758,0.005,1940398011,1640307605
23,0,1,20,0.04,0.0026595744680851063,2,0.11544666320412637,0.6863310975865823,0.4370962866858544,0.03010996719666735,0.0009460512707790584,0.0008115540526596454,0.2774582154439265,-0.844074508035627,0.5961251221614594,0.13046733307922082,0.011507440171406758,0.005,1940398011,1640307605
24,1,1,70,0.14,0.012778386272362175,1,0.09460774754595914,0.6105105893529936,0.48641502422416416,0.020940204823093608,0.0008535194637315949,0.0004465161774746516,0.2557594048263324,-0.7983744968683226,0.4824259723297403,0.18417395405597092,0.011582878284891487,0.005,1367489184,556597679
24,0,1,1209,2.418,0.22070098576122674,16,0.1483823795203959,0.7449139338264337,0.6041995167744577,0.06388344404626176,0.0014741693622448576,0.0014185449978982932,0.3378859143658484,-0.7983744968683226,0.4824259723297403,0.18417395405597092,0.011582878284891487,0.005,1367489184,556597679
25,1,1,55,0.11,0.012353998203054807,1,0.10912230985350954,0.76040791841425,0.4913140013125204,0.02015162003318135,0.0010233784380048066,0.000528269469151371,0.276917260807085,-0.8075391195401088,0.23369934665921116,0.2123695794861709,0.018453571891347744,0.005,917291909,1752809987
25,0,1,1557,3.114,0.3497304582210243,19,0.17716697005993845,0.8406518441813703,0.6212104292234124,0.0782091814272098,0.0014466457511796485,0.001295973303362639,0.37199925945148976,-0.8075391195401088,0.23369934665921116,0.2123695794861709,0.018453571891347744,0.005,917291909,1752809987
26,1,1,0,0.0,0.0,0,0.13325083812163402,0.6611643178413461,0.43787342571297144,0.021478560962944433,0.000860173765024063,0.0003795144172172552,0.28075124190655953,-1.051854704985166,0.4844551561630332,0.18730616123967933,0.015322460511502288,0.005,1302376713,1782151745
26,0,1,202,0.404,0.03310390036053753,5,0.18232308047210782,0.9002727677788802,0.5134019064787869,0.05910418698029484,0.0012149564518799795,0.001129287247801943,0.33430358147691414,-1.051854704985166,0.4844551561630332,0.18730616123967933,0.015322460511502288,0.005,1302376713,1782151745
27,1,1,0,0.0,0.0,0,0.12409190480861056,0.6392067198850488,0.45858946257762084,0.02592549501172172,0.000943574495902553,0.0005112830547449552,0.2561006736745891,-1.0458303520037493,0.7770343931936645,0.21973868316423656,0.013706914737074489,0.005,1640176069,158779452
27,0,1,304,0.608,0.0494469746258946,8,0.1620305945592869,0.874721527138705,0.5464793001418408,0.04444282283501849,0.0011753147133775675,0.0010184169593613296,0.32906783113866056,-1.0458303520037493,0.7770343931936645,0.21973868316423656,0.013706914737074489,0.005,1640176069,158779452
28,1,1,0,0.0,0.0,0,0.13452024616655264,0.7516841087472218,0.4055706796252533,0.022875820280060147,0.0009125564359704443,0.0005758818529621359,0.4314856449819589,-0.5689952040128743,0.5966171756681478,0.35325320190191434,0.018605004928009716,0.005,1296022970,1628563317
28,0,1,103,0.20600000000000002,0.028219178082191782,4,0.14975297738870305,0.7126933662263637,0.34235582151414007,0.051822438129145686,0.001323442879136038,0.00115630538351253,0.3543802950820235,-0.5689952040128743,0.5966171756681478,0.35325320190191434,0.018605004928009716,0.005,1296022970,1628563317
29,1,1,12,0.024,0.004165220409580007,11,0.20839886029821073,0.8280488701623728,0.46212954761724334,0.021504001246662782,0.0009691900208828669,0.00023322508073064766,0.6143060206447043,-0.6110625287000482,0.2128757493096056,0.46781349040173115,0.015508424929488441,0.005,1521656582,1098352546
29,0,1,470,0.9400000000000001,0.16313779937521694,7,0.17221851591519285,0.8168355050935202,0.3796687962950685,0.06090414193164782,0.0014072125664595617,0.001021719922806533,0.35920206050657894,-0.6110625287000482,0.2128757493096056,0.46781349040173115,0.015508424929488441,0.005,1521656582,1098352546
30,1,1,465,0.93,0.13327601031814273,37,0.15997423421097728,1.0483943768046844,0.34155806147183443,0.01755720365600389,0.0014053402907185666,0.00017575070859464766,0.2526272849768876,-1.0854117732673925,0.2857530538961609,0.46046206239454357,0.007081799242198694,0.005,1428439975,1218973410
30,0,1,1711,3.422,0.4903983949555747,22,0.2259908241090244,1.1095191481268845,0.7348761036050836,0.08097184742843949,0.0016885672792262456,0.0013875284377956982,0.3475339800433285,-1.0854117732673925,0.2857530538961609,0.46046206239454357,0.007081799242198694,0.005,1428439975,1218973410
31,1,1,279,0.558,0.0663180413596387,2,0.09862052069164244,0.7617880550386411,0.5726416382923424,0.021626832811095856,0.0010915258223787479,0.0006751214556359816,0.23368362814084134,-0.7849052770855518,0.6307408182282292,0.3207813847581327,0.005112392627399054,0.005,1289703232,1412954166
31,0,1,2016,4.032,0.47920133111480867,17,0.1393942485195492,0.8165940148851337,0.6127503554827516,0.04422793309268284,0.001368980699371898,0.0011670429853023986,0.3101888575909026,-0.7849052770855518,0.6307408182282292,0.3207813847581327,0.005112392627399054,0.005,1289703232,1412954166
32,1,1,378,0.756,0.08521190261496844,2,0.08542734858746338,0.6791129316216438,0.5679173403280292,0.01800905526241408,0.0009027866757262987,0.00042511637557727746,0.2611686274223042,-0.6568492984958675,0.38448710154285415,0.2137675960547862,0.011297664741136939,0.005,1077749137,313807652
32,0,1,201,0.402,0.045311091073038774,6,0.10144419403657484,0.7259800250792615,0.5626613576824413,0.012234175786029393,0.0008398814266864783,0.00040145967389011115,0.16964427707286436,-0.6568492984958675,0.38448710154285415,0.2137675960547862,0.011297664741136939,0.005,1077749137,313807652
33,1,1,415,0.8300000000000001,0.08402510629682122,2,0.0791969990590103,0.6100051551345588,0.5777188842536161,0.018919389169028005,0.0008391586066951611,0.00039729439497483124,0.23425005028879753,-0.6538455823969419,0.5018956241050885,0.1966717123820575,0.006788097185633572,0.005,1392521267,1097942356
33,0,1,2473,4.946,0.5007086454747924,28,0.15387375138579246,0.6775603614323397,0.5627748808354182,0.08231410779247339,0.0014664314096396677,0.001383397127472121,0.3529712528397885,-0.6538455823969419,0.5018956241050885,0.1966717123820575,0.006788097185633572,0.005,1392521267,1097942356
34,1,0,0,0.0,0.0,0,1.0295879975521502,1.3262055712765126,1.0023440130932355,nan,0.0013844282127668426,nan,0.36087077355880015,-0.9038397732830895,0.7148345587480807,0.39767520252512056,0.006759886916282726,0.005,670639685,1958561709
34,0,0,2640,5.28,0.6541129831516352,9,0.20209159044885713,0.9106085364756131,0.6575336129026897,0.10122608847273044,0.0011788464556657338,0.0007772905576392497,0.17073372062452818,-0.9038397732830895,0.7148345587480807,0.39767520252512056,0.006759886916282726,0.005,670639685,1958561709
35,1,1,0,0.0,0.0,0,0.1054442388476148,0.451166369144101,0.3698966377514742,0.020189185020557783,0.0007416058030762357,0.00025969254426010113,0.2745850236974838,-0.8749834027247508,0.3567681954434093,0.12785745749588995,0.014090582715881986,0.005,1061242260,1707558466
35,0,1,527,1.054,0.0773067331670823,8,0.14025842349602463,0.7220242243878958,0.42136652735321445,0.041407749867769954,0.0010952323428597608,0.0010075629130806448,0.3290196901191458,-0.8749834027247508,0.3567681954434093,0.12785745749588995,0.014090582715881986,0.005,1061242260,1707558466
36,1,1,409,0.8180000000000001,0.09207564160288159,2,0.08447223492930904,0.6758524842882558,0.5580860169015334,0.018138946686231814,0.0008672324053885419,0.00032996247944814107,0.2914264676780247,-0.6175806061957827,0.20203688922619145,0.16784226701494315,0.01830453412377537,0.005,2010686488,789667846
36,0,1,1441,2.882,0.32440342188203514,6,0.09911718621984339,0.7162175429135158,0.554341312319873,0.011890472985916585,0.0008336915577174935,0.0003692503627212826,0.1720455773602551,-0.6175806061957827,0.20203688922619145,0.16784226701494315,0.01830453412377537,0.005,2010686488,789667846
37,1,1,0,0.0,0.0,0,0.09332307173648507,0.5302488974447617,0.39419822613685745,0.021233085383103794,0.0008570266622006249,0.00027880258030976826,0.22982047474131978,-0.7443883314550572,0.2052723827716121,0.12354924771942728,0.008527929835687764,0.005,445494308,350170385
37,0,1,1557,3.114,0.26642710472279263,21,0.1601161859090286,0.6899798646345827,0.5059459957460501,0.08220003831410566,0.001476605724558496,0.0013943442960695268,0.35051341306796324,-0.7443883314550572,0.2052723827716121,0.12354924771942728,0.008527929835687764,0.005,445494308,350170385
38,1,0,0,0.0,0.0,0,0.29279656543730376,0.8058192460530447,0.2510960780097778,0.2787531321925712,0.0010295324162693043,0.00035538250926768093,0.3326724841787638,-0.9090679726130402,0.661704063130203,0.32392079837928894,0.014992726014603119,0.005,383908383,871632817
38,0,1,2145,4.29,0.4847457627118644,28,0.17499468351898098,0.8944304006356361,0.6621727622602646,0.07487983091603834,0.0016452358438250093,0.0015012815119836902,0.3551238318782169,-0.9090679726130402,0.661704063130203,0.32392079837928894,0.014992726014603119,0.005,383908383,871632817
39,1,0,0,0.0,0.0,0,0.7896756195219096,0.9223032398694458,0.7522787340049354,nan,0.001350314116079281,nan,0.3904116593661944,-0.8858701253666413,0.30278794600786724,0.4050030860167767,0.016686119768439155,0.005,360487159,1324481556
39,0,1,782,1.564,0.22549019607843138,6,0.1981363057423117,0.9614940408539318,0.6478445872320047,0.08024727685913467,0.0015169863569107602,0.0012131451491705842,0.28452180343830147,-0.8858701253666413,0.30278794600786724,0.4050030860167767,0.016686119768439155,0.005,360487159,1324481556
40,1,1,0,0.0,0.0,0,0.14340242058890354,0.7709384416071384,0.4153454271786475,0.029268465633553224,0.0010511804634975627,0.0005777764132410729,0.4135480412685766,-0.5978013608866203,0.7243767923872222,0.3771453588312541,0.009667872957791951,0.005,1939604968,578708415
40,0,1,39,0.078,0.010391686650679457,1,0.1456225092796378,0.7172582761018829,0.3527961108486541,0.046670923421670556,0.0014370698102240539,0.0011508236601104397,0.3676438942319081,-0.5978013608866203,0.7243767923872222,0.3771453588312541,0.009667872957791951,0.005,1939604968,578708415
41,1,1,96,0.192,0.019230769230769232,1,0.08198460858699853,0.5693838797631748,0.42428000886213535,0.020943314980111618,0.0008370370761797314,0.00042526691808605015,0.2592721249140199,-0.5635865041928051,0.6881290994682762,0.20919014219547055,0.00941635012906658,0.005,1128968621,646325089
41,0,1,2677,5.354,0.5362580128205128,21,0.12902866343999436,0.6057686249519819,0.5149720770308546,0.06560434590425965,0.0013977312949091621,0.0012977933808759692,0.35337331666580785,-0.5635865041928051,0.6881290994682762,0.20919014219547055,0.00941635012906658,0.005,1128968621,646325089
42,1,1,0,0.0,0.0,0,0.21881415885109842,0.7846407993169598,0.4668477811749009,0.019488406289011512,0.0009272657071110652,0.00023669247563348544,0.4870081888823879,-0.5190535472822919,0.3197189522350797,0.49460821208320005,0.012377779598085722,0.005,753990419,86764720
42,0,1,0,0.0,0.0,0,0.1504999501929247,0.7621000649577249,0.40054309151388034,0.058579209456012075,0.0015421408144870804,0.001318803907906562,0.33496154380656057,-0.5190535472822919,0.3197189522350797,0.49460821208320005,0.012377779598085722,0.005,753990419,86764720
43,1,0,0,0.0,0.0,0,0.9530804966483987,1.1206368168918621,0.9124236400145058,nan,0.001404624270396488,nan,0.3643811285721955,-0.8537228879395532,0.5285320964477475,0.49011898759644756,0.012127450817297068,0.005,1744711991,1124116155
43,0,0,1742,3.484,0.5107006742890647,4,0.3078726587735714,0.9175710411966235,0.35391146659539685,nan,0.0013613070049849055,nan,0.19578616193329199,-0.8537228879395532,0.5285320964477475,0.49011898759644756,0.012127450817297068,0.005,1744711991,1124116155
44,1,0,0,0.0,0.0,0,0.3523290178937107,0.8852562350191324,0.2736528434545432,nan,0.0011755853420701932,nan,0.35120994366395936,-1.0228167717149912,0.7234964037279443,0.3908516299143513,0.018457078310467837,0.005,1295225613,521776667
44,0,1,2359,4.718,0.5571563533301842,1,0.13967428062392004,0.9806573595218634,0.7211518670464777,0.013056382816170746,0.0012422741051429092,0.0007894115542459035,0.19484190572045687,-1.0228167717149912,0.7234964037279443,0.3908516299143513,0.018457078310467837,0.005,1295225613,521776667
45,1,0,0,0.0,0.0,0,0.8141706353364695,0.9464395755640483,0.7732455708670106,nan,0.0011867452871639095,nan,0.3719449325662354,-0.7544718001942562,0.38016330273613136,0.38270683419619866,0.010924429981514612,0.005,610013781,350766513
45,0,1,1072,2.144,0.30778064886592016,18,0.19441177287402725,0.8613110605054565,0.37860077426341726,0.08124121216427789,0.0014530638762918773,0.0012515905277843237,0.3535933316940791,-0.7544718001942562,0.38016330273613136,0.38270683419619866,0.010924429981514612,0.005,610013781,350766513
46,1,0,0,0.0,0.0,0,0.7788164377965481,0.9923891984491761,0.7413704845742198,nan,0.001471210100467142,nan,0.39926751344610295,-0.9613979653921444,0.24688765199207624,0.48005925641896174,0.019179028000689748,0.005,1675836067,1743304025
46,0,1,1140,2.2800000000000002,0.3498005523166616,13,0.22108090833289284,1.0298592421449084,0.4495782724029583,0.08012690922630009,0.0015748636074445822,0.001167378677290405,0.34744417212250817,-0.9613979653921444,0.24688765199207624,0.48005925641896174,0.019179028000689748,0.005,1675836067,1743304025
47,1,1,367,0.734,0.06999809269502194,6,0.10046766147140608,0.655310667524322,0.49588835643796747,0.02260881044131429,0.0009696117564338776,0.0005692484281889685,0.25616802069343714,-0.8405547567417356,0.6514524665408209,0.23007977981754435,0.012683294904706856,0.005,1936397850,951515520
47,0,1,2684,5.368,0.5119206561129125,11,0.11107782414287516,0.7812691599773475,0.637572567157932,0.015456914795880183,0.0009236822275313227,0.0006010995607406353,0.20026011401614086,-0.8405547567417356,0.6514524665408209,0.23007977981754435,0.012683294904706856,0.005,1936397850,951515520
48,1,1,198,0.396,0.05660377358490566,13,0.15920845405541056,1.0234883053269506,0.3224341207200418,0.017660634143149927,0.0013166414609162831,0.0001717472598365716,0.2444974234396326,-1.04066215031934,0.22819058662267866,0.4235410587305949,0.009772307599180578,0.005,1462813165,21276503
48,0,1,1292,2.584,0.36935391652372784,18,0.21121178696018764,1.0815694348988878,0.726016582744572,0.06901713703909731,0.001577049457295154,0.0012178264782228725,0.3303642017785063,-1.04066215031934,0.22819058662267866,0.4235410587305949,0.009772307599180578,0.005,1462813165,21276503
49,1,0,0,0.0,0.0,0,0.8193477355382892,0.9992836132615446,0.7810743105089596,nan,0.0014625873974097243,nan,0.4030372163631009,-0.9867733589074666,0.2869422395356248,0.4916498568702965,0.018364281401280904,0.005,160012486,703402722
49,0,1,804,1.608,0.24393203883495146,13,0.21688413390035516,1.0400007550939725,0.4489812207208769,0.06854516531671614,0.001567763914814297,0.0011603788379112342,0.3587638171257292,-0.9867733589074666,0.2869422395356248,0.4916498568702965,0.018364281401280904,0.005,160012486,703402722
50,1,1,50,0.1,0.010755001075500108,1,0.08587196392032254,0.6322079041271409,0.43924914726543596,0.018503647006231336,0.0008519760007795561,0.0004604026418075365,0.25566877764334517,-0.6118490444871885,0.6049528146224417,0.22969763951332253,0.007865834085095216,0.005,241619762,258152030
50,0,1,2630,5.26,0.5657130565713057,29,0.144803800945414,0.6668834443887869,0.5414210387525928,0.07525877614805025,0.0014899913992861497,0.0014202978944427447,0.34349820923480856,-0.6118490444871885,0.6049528146224417,0.22969763951332253,0.007865834085095216,0.005,241619762,258152030
