episodes,success_delta_on_minus_off_mean,zone_time_delta_on_minus_off_mean,zone_ratio_delta_on_minus_off_mean,target_err_mean_delta_on_minus_off_mean,attach_err_mean_delta_on_minus_off_mean,hf_target_err_diff_rms_delta_on_minus_off_mean,hf_attach_err_diff_rms_delta_on_minus_off_mean,hf_qdot_diff_rms_delta_on_minus_off_mean,win_zone_time_on_rate,win_attach_err_on_rate,win_hf_attach_on_rate,win_hf_qdot_on_rate
200,-0.215,-2.35608,-0.26773391481100256,0.09259186795915188,-0.031161745051517982,-0.0003565361239356582,-0.0007245015873366448,0.010189555754490893,0.92,0.8609271523178808,0.9602649006622517,0.5
