episode,manip_on,x_start,x_end,speed,y_noise_mean,y_noise_std,noise_seed,kf_seed,base_duration_s,max_time_s,steps_total,sim_time_s,success,zone_steps,zone_time_s,zone_ratio,zone_entries,target_err_mean,target_err_min,target_err_p95,hold_steps,hold_err_mean,hold_err_p95,attach_steps,attach_err_mean,attach_err_p95,hf_target_err_diff_rms,hf_attach_err_diff_rms,hf_qdot_diff_rms,qdot_norm_mean,qdot_norm_p95,cond_log10_mean,cond_log10_p95,manip_w_mean,manip_w_p10,manip_risk_mean,manip_risk_p95
9,0,-1.0651335684848557,0.7218513418084886,0.3043665277034423,0.007732194825369766,0.005,1072142926,444839761,5.871161076011888,11.871161076011887,5936,11.872000000000634,1,247,0.494,0.04161051212938005,5,0.1558036431923878,0.014932641912079008,1.0714185146081014,895,0.7735414102836505,1.4276490237264523,5041,0.03754861344564296,0.14426155293647022,0.0010552950433361525,0.0007721813429983539,0.21427327179055836,1.3699668857226466,4.496387413211055,2.9262108764914974,6.350740759052251,0.0,0.0,0.0,0.0
10,1,-0.9328413615444964,0.34971787868825077,0.30803464851147033,0.01972502705484506,0.005,2097883089,10644000,4.163684982941093,10.163684982941092,5082,10.164000000000064,1,34,0.068,0.006690279417552145,1,0.16737285591945822,0.012967970302526223,0.9262142697603947,1170,0.5201651331284294,1.2920560863891917,3912,0.04201056455737737,0.046879889896985015,0.000945122715018763,0.0005274468712326959,0.19060968423744598,2.9982981413238923,5.390299577377537,2.5503280909033466,4.707604958500465,0.12071127416579197,0.11668735472143757,0.03042796522936663,0.0
10,0,-0.9328413615444964,0.34971787868825077,0.30803464851147033,0.01972502705484506,0.005,2097883089,10644000,4.163684982941093,10.163684982941092,5082,10.164000000000064,1,34,0.068,0.006690279417552145,1,0.16123069709180657,0.011547647681223695,0.9602984656579155,1130,0.522449107825108,1.2944087694897928,3952,0.041604627056313216,0.04630113698568474,0.000968776892811831,0.0005432753073970084,0.16553662817762618,2.9733488303422315,5.401685951930154,2.7476262224439254,6.632386529712032,0.0,0.0,0.0,0.0
11,1,-0.5051505038873673,0.4369863410617344,0.34858559727894745,0.016819673409829535,0.005,2054219,1284739449,2.702741743501177,8.702741743501177,4352,8.703999999999576,1,55,0.11,0.012637867647058824,7,0.10030985752476072,0.0074338152372793705,0.6359232669830712,790,0.38255259807363423,0.972548665240965,3562,0.021425109837764154,0.03246556437591777,0.0009039434806519893,0.0005409982920300412,0.15675920553212858,1.1083273180297373,5.070854689285387,2.3651070467025592,4.090113826250045,0.11720908188078422,0.09995917226095176,0.035641941623620776,0.16132209129402236
11,0,-0.5051505038873673,0.4369863410617344,0.34858559727894745,0.016819673409829535,0.005,2054219,1284739449,2.702741743501177,8.702741743501177,4352,8.703999999999576,1,43,0.08600000000000001,0.009880514705882353,5,0.09928206393856352,0.00738280390867574,0.6339476906323112,780,0.38329667284072966,0.9726916786156896,3572,0.021365309556822788,0.03270222363209401,0.0009086232146690078,0.0005464444206921785,0.15329530353851442,1.1058188930714459,5.060267755812918,2.3684663778844812,4.05287157488375,0.0,0.0,0.0,0.0
12,1,-0.635143779236128,0.4945097798234975,0.3876014879751466,0.016950959595316967,0.005,2106356452,672869837,2.91447167801394,8.914471678013939,4458,8.915999999999647,1,50,0.1,0.011215791834903545,4,0.11354820685777169,0.004356771317163797,0.7023854029537655,895,0.40766023807555357,1.0552739207044972,3563,0.021652345877272237,0.033907904679733376,0.0009377175182415608,0.0005817789040979628,0.16008193356395808,1.188493376845705,5.234469843212893,2.366790579373539,4.528391078468824,0.12260319633989346,0.10079064357771403,0.03465977165010927,0.11115355550577746
12,0,-0.635143779236128,0.4945097798234975,0.3876014879751466,0.016950959595316967,0.005,2106356452,672869837,2.91447167801394,8.914471678013939,4458,8.915999999999647,1,46,0.092,0.01031852848811126,2,0.11274700657938447,0.004156031045665477,0.7026741885898291,885,0.4094519004286324,1.0555832556490143,3573,0.021641422353795837,0.03375932390631414,0.0009400649989696243,0.00058653123893195,0.15630505875827005,1.1965788849153098,5.274800602046593,2.3628733574784855,4.593553088146318,0.0,0.0,0.0,0.0
13,1,-0.6301690767669349,0.21191340224661367,0.12409065579241241,0.010612911826852377,0.005,401942296,1809822167,6.786026503254552,12.786026503254552,6394,12.78800000000094,1,0,0.0,0.0,0,0.10126145461186198,0.0072185214399407395,0.6855117457046964,970,0.49687252542980187,1.0706129875415322,5424,0.019434848218508532,0.02214954921026069,0.0006119855521595264,0.00035337105994401606,0.13332368124814603,0.8657531957930222,4.851521659628067,2.274071691186232,4.768388825573471,0.12525265318445725,0.10625329346951731,0.024052879458273283,0.0
13,0,-0.6301690767669349,0.21191340224661367,0.12409065579241241,0.010612911826852377,0.005,401942296,1809822167,6.786026503254552,12.786026503254552,6394,12.78800000000094,1,0,0.0,0.0,0,0.09922296350798086,0.007862027848500404,0.7049927593810276,940,0.5004455770142069,1.0717846249276652,5454,0.01940099797854497,0.022135859638453773,0.0006140874775751473,0.0003587331262517848,0.13048803167664955,0.8793329036733607,5.048351550530378,2.248490326565919,4.506579997345775,0.0,0.0,0.0,0.0
14,1,-0.6417594234700046,0.3936703619484394,0.4854328613425538,0.007639015259593658,0.005,181052609,893821600,2.133003073905571,8.13300307390557,4067,8.133999999999386,1,0,0.0,0.0,0,0.12116321106831883,0.007984118996505675,0.7139586548007394,1100,0.3196238444995927,1.0371540763778206,2967,0.019939277865180533,0.02618830376646246,0.0008798648765941423,0.00024065987434151068,0.17990931331666904,1.277702344550139,5.26358412546296,2.495348731662941,4.5307840646841715,0.11041164636566385,0.06974651712861563,0.04775714644276995,0.2179855044317739
14,0,-0.6417594234700046,0.3936703619484394,0.4854328613425538,0.007639015259593658,0.005,181052609,893821600,2.133003073905571,8.13300307390557,4067,8.133999999999386,1,57,0.114,0.014015244652077699,4,0.1180570131168458,0.003706272456047234,0.7137820246021602,920,0.3756496365874314,1.0516423495708307,3147,0.021710253595978703,0.048521211902769916,0.0009092312695014895,0.00036942710917241733,0.16952529339463918,1.2843133537370328,5.2980765384729285,2.470996046386718,4.580820940947637,0.0,0.0,0.0,0.0
15,1,-0.7864379357557297,0.4548608398321157,0.2628596498814766,0.006004873660228977,0.005,1110496718,905784460,4.722287259180126,10.722287259180126,5362,10.72400000000025,1,0,0.0,0.0,0,0.1300198550022921,0.00972062254433611,0.7808929904320151,1135,0.46927049662919085,1.1746879806296517,4227,0.021432043985223366,0.027978912271535233,0.0008497706199026625,0.0005627095986031772,0.1517443359562076,1.0824259215804488,5.0899448303510075,2.541155468893549,6.067711320771715,0.1256110147582937,0.10541635344639445,0.02861555525829581,0.0
15,0,-0.7864379357557297,0.4548608398321157,0.2628596498814766,0.006004873660228977,0.005,1110496718,905784460,4.722287259180126,10.722287259180126,5362,10.72400000000025,1,0,0.0,0.0,0,0.1300551365576205,0.009717483982738983,0.8107571969286818,1115,0.4785345761243528,1.1758742422835178,4247,0.021456257866197655,0.02794799591685553,0.0008452225422334336,0.000566905667776221,0.1483094829813187,1.0975735532767632,5.220035242259383,2.527839342233809,5.904040786164635,0.0,0.0,0.0,0.0
16,1,-0.655045146105285,0.43837441647976216,0.34673638085383673,0.009477517570877203,0.005,1170918536,185381386,3.153460735480097,9.153460735480097,4577,9.153999999999726,1,10,0.02,0.002184837229626393,5,0.11572995229990174,0.005811228738724142,0.7145247690659736,920,0.420207980335277,1.0769855033320443,3657,0.02134871693489545,0.031041132198748256,0.0009099833504976373,0.0005679869421300913,0.15695826105374883,1.1579296594512682,5.325811115361661,2.412674776891945,4.684672758509954,0.11962390511007981,0.10445161740002,0.03354798207177782,0.06927266626004883
16,0,-0.655045146105285,0.43837441647976216,0.34673638085383673,0.009477517570877203,0.005,1170918536,185381386,3.153460735480097,9.153460735480097,4577,9.153999999999726,1,0,0.0,0.0,0,0.1149938959668678,0.005730916628992609,0.7148166481063624,905,0.42494857843509815,1.0772737593326482,3672,0.0213434310700204,0.031289655878698655,0.000910993471980733,0.0005734567836011231,0.15251261241917122,1.1653755527129204,5.338313856246959,2.404069091909173,4.639221054226129,0.0,0.0,0.0,0.0
17,1,-0.5587129039270418,0.3375116959050686,0.18316068593876378,0.012614685097571701,0.005,1743464936,1937336380,4.8931057188317455,10.893105718831745,5447,10.894000000000307,1,0,0.0,0.0,0,0.1000390864750249,0.007816839058082361,0.6225804880988983,925,0.41900370300944967,1.013052664495528,4522,0.020457664807744576,0.024976822727122486,0.00073421947190359,0.00044668733557417395,0.13880526274676627,0.9857370368868654,5.274667676199696,2.3141018584322484,4.345849233927531,0.11870809786081743,0.10658776654751002,0.02833678829382234,0.0
17,0,-0.5587129039270418,0.3375116959050686,0.18316068593876378,0.012614685097571701,0.005,1743464936,1937336380,4.8931057188317455,10.893105718831745,5447,10.894000000000307,1,0,0.0,0.0,0,0.09860682268006839,0.0074361438389350994,0.6234396260930677,910,0.4180842045455199,1.013591603621648,4537,0.020474985027037734,0.02493652521496065,0.0007337154579689994,0.0004481200763810568,0.1354862297743715,0.9833150919392041,5.339197391026161,2.304537333840214,4.401061284629282,0.0,0.0,0.0,0.0
18,1,-0.5970427230714846,0.6899618177180191,0.20904386884905107,0.013496013564680713,0.005,1590222927,1578902054,6.156624195081463,12.156624195081463,6079,12.15800000000073,1,0,0.0,0.0,0,0.09525739764159204,0.008236555371298223,0.6061725442878001,920,0.4366612374872836,1.0394798024322733,5159,0.022102684378638715,0.026244338902805264,0.0007851645325880577,0.0005490258506507869,0.13419602074431813,1.04922629372743,5.262535795917506,2.253750373541896,4.1943896970427685,0.13965619558642073,0.1071429641797852,0.02533592448906914,0.0
18,0,-0.5970427230714846,0.6899618177180191,0.20904386884905107,0.013496013564680713,0.005,1590222927,1578902054,6.156624195081463,12.156624195081463,6079,12.15800000000073,1,0,0.0,0.0,0,0.09386666832346287,0.008214632168059219,0.6245125135693695,890,0.44403292227316393,1.0412420096209973,5189,0.022135095658818677,0.02629484231060939,0.0007853882204983332,0.0005505589501409508,0.13059968964603869,1.0432852567888238,5.2028479596774675,2.2519789142807496,4.255433882674717,0.0,0.0,0.0,0.0
19,1,-0.5253693540627558,0.5289396458244653,0.21416777447299135,0.009700183649722454,0.005,1933157178,714513807,4.922818115291102,10.922818115291102,5462,10.924000000000317,1,5,0.01,0.0009154155986818016,2,0.09500189739687259,0.010270249948032483,0.5895872059652834,875,0.40914682687363707,0.9925636381516802,4587,0.021490804632810175,0.026463993988030406,0.0008216963795746661,0.0005082863189996449,0.13969334372370026,1.0560089220410418,5.257358885347385,2.235234782337661,4.241333112708725,0.12769823040149403,0.1077259120854131,0.02834011609473037,0.0
19,0,-0.5253693540627558,0.5289396458244653,0.21416777447299135,0.009700183649722454,0.005,1933157178,714513807,4.922818115291102,10.922818115291102,5462,10.924000000000317,1,4,0.008,0.0007323324789454412,2,0.09332345549898693,0.011149351636613177,0.5891352639655248,845,0.41475442586607636,0.9935087270702393,4617,0.02157673517936049,0.02646917457274977,0.0008245934275212956,0.0005123336658163023,0.13617515679574158,1.0518978030093598,5.216072409186377,2.234123906396952,4.119190395634048,0.0,0.0,0.0,0.0
20,1,-0.6563910220404613,0.5264845769251653,0.23162373964352825,0.014872179002127395,0.005,511007828,1463729499,5.106884125030044,11.106884125030044,5554,11.108000000000379,1,95,0.19,0.017104789341015485,2,0.109458113542297,0.01069485300396694,0.6741413735831099,995,0.44278260185208834,1.0737855567513148,4559,0.021721845610719805,0.027334836703762265,0.0008007048181809193,0.0005521004499997943,0.14612750403024036,1.0916609815678864,5.3061787012718575,2.317721869778244,4.730654195974133,0.12939559760824626,0.10734639894794946,0.027704219245447775,0.0
20,0,-0.6563910220404613,0.5264845769251653,0.23162373964352825,0.014872179002127395,0.005,511007828,1463729499,5.106884125030044,11.106884125030044,5554,11.108000000000379,1,95,0.19,0.017104789341015485,2,0.10764998174362418,0.01080730202615526,0.6870443341435128,955,0.4544869677873458,1.0767005539639085,4599,0.021528867279816642,0.027243246221618316,0.0008000526781569206,0.0005532514001952099,0.14183742608184316,1.0939143933843714,5.270951237303629,2.30526480076617,4.655629006272582,0.0,0.0,0.0,0.0
21,1,-0.6980200961394174,0.390501710122516,0.16440820789849808,0.011345338080487828,0.005,294093398,1751679020,6.620848315152015,12.620848315152015,6311,12.622000000000885,1,0,0.0,0.0,0,0.11002179208690913,0.007362206784849815,0.7358679872746332,1025,0.5098656938539041,1.1153279411443706,5286,0.020712462603280954,0.024397531643856978,0.0007080987244240276,0.0004459600055008943,0.13681247888212977,0.9363226220811174,4.769910717295546,2.4515208968231272,5.482744456930597,0.12694409607372853,0.10571138556174187,0.02437938233161144,0.0
21,0,-0.6980200961394174,0.390501710122516,0.16440820789849808,0.011345338080487828,0.005,294093398,1751679020,6.620848315152015,12.620848315152015,6311,12.622000000000885,1,0,0.0,0.0,0,0.10831701187272601,0.007426624541275527,0.7591797490978704,985,0.5208597978593266,1.120100980015336,5326,0.020805475704045503,0.024461432522477893,0.0007084889353083737,0.00044813965592021285,0.13314551188667265,0.9481213739264325,4.875219900001393,2.419130539885172,5.299725376056717,0.0,0.0,0.0,0.0
22,1,-0.6788508528710326,0.6816247763288588,0.45444680659380865,0.018226973994529858,0.005,646471554,1321243658,2.9936960926120113,8.993696092612012,4497,8.993999999999673,1,71,0.14200000000000002,0.01578830331331999,3,0.11523357667652669,0.0109759844136263,0.7021638859043533,940,0.39593543391447367,1.0838452989074034,3557,0.022009946625155243,0.038361253842496244,0.0010674305623818387,0.0006852832027286814,0.1714168581781284,1.2454149794202092,5.163093567228144,2.3535350011479954,4.6037749874416845,0.13704831926301453,0.09103124352967529,0.03803537513440091,0.1819594382088135
22,0,-0.6788508528710326,0.6816247763288588,0.45444680659380865,0.018226973994529858,0.005,646471554,1321243658,2.9936960926120113,8.993696092612012,4497,8.993999999999673,1,86,0.17200000000000001,0.01912386035134534,2,0.11579711295226876,0.004422788099335252,0.703121155234111,940,0.39577669261643605,1.0838843044121604,3557,0.022895949645492984,0.04145535764228191,0.0010657951888802075,0.0006786549856485895,0.16504118027317835,1.2719804379781792,5.1543791472941844,2.359751029604273,4.602627793469574,0.0,0.0,0.0,0.0
23,1,-0.844074508035627,0.5961251221614594,0.13046733307922082,0.011507440171406758,0.005,1940398011,1640307605,11.038775731872938,17.03877573187294,8520,17.040000000001434,1,143,0.28600000000000003,0.016784037558685447,5,0.11187611031803692,0.007162555053079091,0.7705043290224148,975,0.6533897513803764,1.24351297964701,7545,0.035961404091669286,0.0991674810465707,0.0007334962349293878,0.0005426678304512686,0.16964753098752341,1.148855170311802,4.489840835419572,3.0052964602541357,5.752920429198026,0.1591826156830708,0.1415816061422817,0.018123002897265893,0.0
23,0,-0.844074508035627,0.5961251221614594,0.13046733307922082,0.011507440171406758,0.005,1940398011,1640307605,11.038775731872938,17.03877573187294,8520,17.040000000001434,1,109,0.218,0.012793427230046948,5,0.11147884957144871,0.006626992632136258,0.7716071670238344,1170,0.5524097729320135,1.2324169649185963,7350,0.03328930932794094,0.09341694384001496,0.0006890428289914115,0.000431433440272022,0.14798706364436168,1.1430484222226902,4.548771181087701,3.079590357568358,5.940085692358931,0.0,0.0,0.0,0.0
24,1,-0.7983744968683226,0.4824259723297403,0.18417395405597092,0.011582878284891487,0.005,1367489184,556597679,6.954297505112067,12.954297505112066,6478,12.956000000000996,1,0,0.0,0.0,0,0.12195876753311884,0.007539360153775201,0.832460453659373,1235,0.49888486352584305,1.1842620298227795,5243,0.02086014834439855,0.02519123611112678,0.0007469541055296908,0.0004921415665038798,0.14015610510214105,0.9102852436829143,4.319618261165786,2.6837208601200584,7.455714495385703,0.13248215798135604,0.1061121166837118,0.023776638625922067,0.0
24,0,-0.7983744968683226,0.4824259723297403,0.18417395405597092,0.011582878284891487,0.005,1367489184,556597679,6.954297505112067,12.954297505112066,6478,12.956000000000996,1,0,0.0,0.0,0,0.12460667008854583,0.008175329612578911,0.8537608122257493,1275,0.4873005242370477,1.182252297316236,5203,0.02130449599731392,0.02513527733545399,0.000733309697312126,0.0004943782024087275,0.14055105009347302,0.9575135452434118,4.607148358491408,2.602050142435193,6.960039868776753,0.0,0.0,0.0,0.0
25,1,-0.8075391195401088,0.23369934665921116,0.2123695794861709,0.018453571891347744,0.005,917291909,1752809987,4.902954880442862,10.902954880442863,5452,10.90400000000031,1,0,0.0,0.0,0,0.13973429217381012,0.012622595687898596,0.8297955377034918,1260,0.4768743058441848,1.1886282361072553,4192,0.020227937643199665,0.025781101909890806,0.0008447791446226953,0.00047145851867738475,0.15298276722194643,0.960611657847585,4.9996369779828065,2.614940629388611,7.021184594226192,0.11916410793764057,0.10467816404042196,0.028264404825792455,0.0
25,0,-0.8075391195401088,0.23369934665921116,0.2123695794861709,0.018453571891347744,0.005,917291909,1752809987,4.902954880442862,10.902954880442863,5452,10.90400000000031,1,0,0.0,0.0,0,0.13946241864101414,0.01112006099663926,0.858470193238766,1225,0.4895927291779016,1.1909899755099271,4227,0.020317023810490893,0.02575605891453758,0.0008382710055491651,0.0004807612905227276,0.15035255728408134,0.9692672311644642,4.902430789690859,2.584403829290074,6.908326318424107,0.0,0.0,0.0,0.0
26,1,-1.051854704985166,0.4844551561630332,0.18730616123967933,0.015322460511502288,0.005,1302376713,1782151745,8.202132011996753,14.202132011996753,7102,14.204000000001413,1,162,0.324,0.022810475922275416,3,0.1503722807261061,0.007915070512395756,1.0413069224522673,1490,0.5295369194560187,1.3844424795927417,5612,0.03202172462408503,0.10330342651401914,0.0008273577488370545,0.0005516020605218038,0.18303811145181667,1.302672008260827,4.459661653542505,3.1367352160696966,6.314282138424336,0.15592079396835892,0.11951267163439917,0.023479491267500197,0.058082689200411076
26,0,-1.051854704985166,0.4844551561630332,0.18730616123967933,0.015322460511502288,0.005,1302376713,1782151745,8.202132011996753,14.202132011996753,7102,14.204000000001413,1,160,0.32,0.022528865108420164,2,0.15253882982399306,0.009077410749349962,1.0095442162426134,1500,0.5396169529304643,1.3841558988171385,5602,0.03181118857954056,0.10302536319959589,0.0008202144845305607,0.0005463983276843116,0.18652552793739038,1.284468072395331,4.394479061464347,3.121295106891695,6.271909593579708,0.0,0.0,0.0,0.0
