episodes,success_delta_on_minus_off_mean,zone_time_delta_on_minus_off_mean,zone_ratio_delta_on_minus_off_mean,target_err_mean_delta_on_minus_off_mean,attach_err_mean_delta_on_minus_off_mean,hf_target_err_diff_rms_delta_on_minus_off_mean,hf_attach_err_diff_rms_delta_on_minus_off_mean,hf_qdot_diff_rms_delta_on_minus_off_mean,qdot_norm_mean_delta_on_minus_off_mean,cond_log10_mean_delta_on_minus_off_mean,manip_w_mean_delta_on_minus_off_mean,manip_risk_mean_delta_on_minus_off_mean,win_zone_time_on_rate,win_attach_err_on_rate,win_hf_qdot_on_rate,win_cond_on_rate,win_manip_w_on_rate,win_manip_risk_on_rate
200,-0.01,0.15095,0.014463421843617558,0.0026079474682425916,0.0010437293613821518,-1.1928190334663367e-06,-1.7783904436443794e-05,0.006066287043973863,0.07558532274139587,0.0028258665437112486,0.13057429040534316,0.03134802702871931,0.3,0.565,0.185,0.5,1.0,0.0
