episodes,success_delta_on_minus_off_mean,zone_time_delta_on_minus_off_mean,zone_ratio_delta_on_minus_off_mean,target_err_mean_delta_on_minus_off_mean,attach_err_mean_delta_on_minus_off_mean,hf_target_err_diff_rms_delta_on_minus_off_mean,hf_attach_err_diff_rms_delta_on_minus_off_mean,hf_qdot_diff_rms_delta_on_minus_off_mean,win_zone_time_on_rate,win_attach_err_on_rate,win_hf_attach_on_rate,win_hf_qdot_on_rate
200,0.015,-0.35323,-0.032325940039807204,-0.0020395587309855663,-0.0020365871253399726,3.468566251073544e-06,1.3957711535699887e-05,-0.006018915934767022,0.39,0.255,0.265,0.725
