episode,success_delta_on_minus_off,zone_time_delta_on_minus_off,zone_ratio_delta_on_minus_off,target_err_mean_delta_on_minus_off,attach_err_mean_delta_on_minus_off,hf_target_err_diff_rms_delta_on_minus_off,hf_attach_err_diff_rms_delta_on_minus_off,hf_qdot_diff_rms_delta_on_minus_off,win_zone_time_on,win_attach_err_on,win_hf_attach_on,win_hf_qdot_on
151,0,-5.76,-0.5826421201699372,-0.037154137799859766,-0.030999078361104965,8.772016352730271e-05,0.00019245400179919631,-0.032079377089309496,1,1,0,1
152,0,-0.0040000000000000036,-0.0004008819402685909,-0.00024177545325959615,0.00014303156260472155,3.5238150709509045e-06,9.36960400254401e-06,-0.010903302457926561,1,0,0,1
153,0,0.126,0.01310316139767055,-0.05732432363479223,-0.0003368324035608952,-2.0916838753081042e-05,0.00042254075465239966,-0.08157236532841747,0,1,0,1
154,0,-0.0020000000000000018,-0.00022753128555176236,-8.028672196686015e-05,1.9542354733611406e-05,1.6245534225137453e-06,8.947104859919285e-06,-0.0041969069068627796,1,0,0,1
155,0,0.0,0.0,0.01096212509682186,0.003193622103324637,-8.628788484580513e-05,-0.00028130211197890226,0.013759868582885415,0,0,1,0
156,0,0.0,0.0,-0.000870695644242428,0.0002509306676977581,-2.6500108056976826e-06,9.154339486941313e-07,-0.0012149803055874209,0,0,0,1
157,0,-5.59,-0.6027604054345482,-0.056661475266089806,-0.03728697483370244,-3.091255157726663e-05,0.00027216240926686947,-0.05111785975062644,1,1,0,1
158,0,0.198,0.011706278822277405,-0.0006570224672810959,0.004144177664386538,2.6983919248025853e-05,0.00012069831920063373,-0.002181291459029372,0,0,0,1
159,0,0.0,0.0,-0.0010223337186265058,0.00012460528075710492,1.1285083988921921e-06,5.65230841217837e-06,-0.0022720631589876195,0,0,0,1
160,0,0.023999999999999994,0.001394862257352086,0.0019823404829287516,0.0010784683543476128,-7.179717734304017e-07,2.1533397625403427e-05,0.00440768215299292,0,0,0,0
161,0,0.05199999999999999,0.005779062013780839,0.09099257519965806,nan,8.752248018435672e-05,nan,0.014014546402469436,0,0,0,0
162,0,-0.00799999999999998,-0.0009128251939753522,0.0005160834026000927,-0.00021506878231426427,-5.115755960314727e-07,-4.2353723520730056e-06,-0.002758857728084374,1,1,1,1
163,0,-0.002,-0.0001939487975174554,-0.0021573957074360883,0.00024665557380264963,-3.992456063649382e-06,7.4277112428502686e-06,-0.002573430099210877,1,0,0,1
