episode,target_err_mean_delta_on_minus_off,attach_err_mean_delta_on_minus_off,win_attach_err_on
108,-0.0010247116467548417,0.00011902578272642364,0
109,-0.0016009845929449845,-0.00013475559472017964,1
110,-0.0012115971015291271,3.612203883175853e-05,0
111,-0.0008766835054298261,0.0001123391561362961,0
112,-0.0010723178235641367,-0.0004310458250403205,1
113,-0.03729199108549565,-0.044384209591153204,1
114,-0.0014504600281496915,0.0018387786115942398,0
115,0.009489441103333524,0.002142805141331819,0
116,0.006308152993419414,0.000572316062919187,0
117,-0.03674941250743319,-0.030657165525943397,1
118,-0.06343903882415977,-0.004191301377945399,1
119,0.006408658092412783,3.699543151346879e-05,0
120,-0.0016942758445741696,-8.520753853848324e-05,1
121,-0.03821581234272249,-0.04715824261329911,1
122,-0.0019160442352869483,-0.00012918083712004647,1
123,-0.0008929272228468954,-0.00015125914774234694,1
124,-0.013660979801382894,-0.0019589808478917333,1
125,-0.010967176726109112,-0.00623247541015404,1
126,0.004279051705877807,0.0008737840082468779,0
127,-0.04165179535114738,-0.044359622073019356,1
128,-0.0007090155011441335,-0.0007802683626712808,1
129,-0.0016191218164941235,-0.0016933323707502973,1
130,-0.0668226947783129,-0.05332040183413253,1
131,0.0014762835408695107,0.0012471884868749776,0
132,0.0017576649523046162,0.0012367583881670377,0
133,-0.0008015339975854519,-0.00019528367622421647,1
134,-0.0012902122507201103,-0.0009353736199150323,1
135,-0.0008473516966197026,4.8904571835260355e-05,0
136,0.005310419334616456,-0.00029114989373458036,1
137,0.0017622579206164335,0.0009545499208621772,0
138,0.017887981474354997,0.006137677357924164,0
139,0.0009063004967392874,0.0012681400663392198,0
140,-0.0018248026631021708,0.000752754218090082,0
141,-0.021063212506119727,-0.025577096650368496,1
142,0.0025305188907347453,0.0013938296785138762,0
143,-0.0011645117613388878,-0.00018728729400516522,1
144,0.027994011938644953,0.006237497238003507,0
145,-0.00866511455186919,-0.006910986968338334,1
146,-0.001613162045796035,-1.0946588538953209e-05,1
147,0.0007562374533371941,-0.00026808907142454076,1
148,-0.001615826482752561,-0.00016115257545734618,1
149,-0.009435896346770556,-0.012810032580696441,1
150,-0.02585697159035376,-0.022304451959038997,1
151,-0.044152918902895855,-0.041673585568304666,1
152,-0.0005759185470385897,-0.00033203267396426234,1
153,-0.07320715036134101,-0.02386096263108478,1
154,-0.0002753776657818119,-0.00020898701169791423,1
155,-0.00043279559566344883,-8.699437286041785e-05,1
156,-0.0013172949221984809,-0.0006361482388550152,1
157,-0.04416046391794873,-0.02083678509031494,1
158,0.0004949992494739236,0.00048280778786399803,0
159,-0.0014367737961304555,-0.00020107033827680525,1
160,-0.000639398352249812,0.000764122769914749,0
161,0.08976042600338599,nan,0
162,0.0005995766324449064,-0.00011839793272079742,1
163,-0.0016843287357795889,0.000154454835388498,0
164,-0.001329817629913771,-0.00038139267112402217,1
165,-0.002267161794682282,0.0004192878939357145,0
166,-0.00104528812307228,-0.00048016811217222073,1
167,-0.0005775304872621123,0.00010239784912575295,0
168,0.005267294578976789,0.00362922351410791,0
169,-0.0012518538832611281,0.00010650609757565516,0
170,0.0053645641395473065,0.0026812016979474093,0
171,-0.0008358177364719832,-6.75923036269864e-05,1
172,-0.037999062145917334,-0.03608368739735305,1
173,-0.004812654060639021,-0.0015397669883182828,1
174,-2.828788648499836e-05,-0.00011822074518661602,1
175,7.692226139079106e-05,8.740020571645218e-06,0
176,-0.0007895623671314161,9.197595702079703e-05,0
177,-0.0012890805889187729,-0.0002871106595223119,1
178,0.001879093311651897,-0.0009373177037381997,1
179,-0.0005399661853809634,1.3812389977042178e-05,0
180,0.005284352160927666,0.0015239174787785026,0
181,-0.0012486050749169197,-8.33830765037992e-05,1
182,-0.0007937636185638003,6.821917832755715e-05,0
183,-0.0025803341194505502,-0.0027817470170305517,1
184,-0.0015533711182567217,0.0011313546246902104,0
185,0.03466176488215428,0.004962084865854907,0
186,-0.0013957031461646618,-9.990010157046383e-05,1
187,0.0022713318394880777,0.0002123806789677482,0
188,-0.0007715569481747953,7.77627874605346e-05,0
189,0.00011535175144608556,-0.0003799544938342808,1
190,-3.2167499636984176e-05,-0.00010549675210198665,1
191,0.013341529401411895,0.002945750799053584,0
192,0.010867033032281898,0.007115548087725576,0
193,0.010980855656596816,0.002685196688046586,0
194,0.0002007314542817329,0.0012022158512059924,0
195,-0.0008519904047063348,-0.00029924767059979693,1
196,0.003177910597006617,-0.00010274490008974763,1
197,-0.0003145967791504528,-0.006081563510414837,1
198,-0.000983738399643136,-0.00012635499487965302,1
199,-0.0020891332347779956,-0.0003458597857903811,1
200,0.017688678565010316,0.023307060607156163,0
