random_mpc_on,episodes,success_rate,zone_time_mean_s,zone_ratio_mean,zone_entries_mean,target_err_mean,target_err_p95_mean,hold_err_mean,attach_err_mean,hf_target_err_diff_rms_mean,hf_attach_err_diff_rms_mean,hf_qdot_diff_rms_mean
1,200,0.81,1.6225100000000001,0.16778962602256747,2.19,0.13415482048600777,0.590671369254619,0.25910667905502016,0.02593329540430789,0.0010005025185022443,0.00020176488411151572,0.20432110770971115
0,200,1.0,0.10143,0.008822951585705627,1.34,0.12382611285881548,0.7732515089192088,0.46646479746731573,0.022234013694975515,0.0010099564834436504,0.0006653228137625289,0.21197377233207507
