episodes,success_delta_on_minus_off_mean,zone_time_delta_on_minus_off_mean,zone_ratio_delta_on_minus_off_mean,target_err_mean_delta_on_minus_off_mean,attach_err_mean_delta_on_minus_off_mean,hf_target_err_diff_rms_delta_on_minus_off_mean,hf_attach_err_diff_rms_delta_on_minus_off_mean,hf_qdot_diff_rms_delta_on_minus_off_mean,win_zone_time_on_rate,win_attach_err_on_rate,win_hf_attach_on_rate,win_hf_qdot_on_rate
200,-0.19,1.52108,0.15896667443686183,0.01032870762719226,0.003699281709332378,-9.453964941405887e-06,-0.00046355792965101326,-0.007652664622363945,0.145,0.37,0.995,0.42
