manip_on,episodes,success_rate,zone_time_mean_s,zone_ratio_mean,zone_entries_mean,target_err_mean,target_err_p95_mean,hold_err_mean,attach_err_mean,hf_target_err_diff_rms_mean,hf_attach_err_diff_rms_mean,hf_qdot_diff_rms_mean,qdot_norm_mean,qdot_norm_p95_mean,cond_log10_mean,cond_log10_p95_mean,manip_w_mean,manip_w_p10_mean,manip_risk_mean,manip_risk_p95_mean
1,200,0.975,0.74732,0.06990264530975127,3.15,0.13228701732577386,0.7966972401206887,0.46567440178520314,0.028080905782437156,0.0009152872525021186,0.0005279225448197881,0.16606018537180625,1.4436775512174234,5.003304970861995,2.5680051333962863,5.145252900567866,0.13057429040534316,0.10504385700711891,0.03134802702871931,0.06416095890080081
0,200,0.985,0.5963700000000001,0.05543922346613371,2.82,0.12967906985753122,0.8057199672087673,0.47492516861306666,0.02700355349915271,0.0009164800715355849,0.0005459641530055456,0.1599938983278324,1.3680922284760273,4.9866438218631135,2.5651792668525757,5.2742336684177165,0.0,0.0,0.0,0.0
