uncertainty_on,episodes,success_rate,zone_time_mean_s,zone_ratio_mean,zone_entries_mean,target_err_mean,target_err_p95_mean,hold_err_mean,attach_err_mean,hf_target_err_diff_rms_mean,hf_attach_err_diff_rms_mean,hf_qdot_diff_rms_mean
1,1,1.0,0.0,0.0,0.0,0.26879267346009506,0.9754489946369486,0.3698513828353805,0.02364005633394708,0.0014564112158619894,0.0009075828484711522,0.29320853216751924
0,1,1.0,0.0,0.0,0.0,0.27154458210825505,0.9749646827804835,0.3666833967388168,0.025671147021919638,0.0014307697538606054,0.000828472973810998,0.30046816002276444
