episode,x_start,x_end,speed,y_noise_mean,y_noise_std,noise_seed,kf_seed,base_duration_s,max_time_s,steps_total,sim_time_s,success,zone_steps,zone_time_s,zone_ratio,target_err_mean,target_err_min,target_err_p95,hold_steps,hold_err_mean,hold_err_p95,attach_steps,attach_err_mean,attach_err_p95
15,-0.7864379357557297,0.4548608398321157,0.2628596498814766,0.006004873660228977,0.005,1110496718,905784460,4.722287259180126,10.722287259180126,5362,10.72400000000025,1,0,0.0,0.0,0.1300198550022921,0.00972062254433611,0.7808929904320151,1135,0.46927049662919085,1.1746879806296517,4227,0.021432043985223366,0.027978912271535233
16,-0.655045146105285,0.43837441647976216,0.34673638085383673,0.009477517570877203,0.005,1170918536,185381386,3.153460735480097,9.153460735480097,4577,9.153999999999726,1,10,0.02,0.002184837229626393,0.11572995229990174,0.005811228738724142,0.7145247690659736,920,0.420207980335277,1.0769855033320443,3657,0.02134871693489545,0.031041132198748256
17,-0.5587129039270418,0.3375116959050686,0.18316068593876378,0.012614685097571701,0.005,1743464936,1937336380,4.8931057188317455,10.893105718831745,5447,10.894000000000307,1,0,0.0,0.0,0.1000390864750249,0.007816839058082361,0.6225804880988983,925,0.41900370300944967,1.013052664495528,4522,0.020457664807744576,0.024976822727122486
18,-0.5970427230714846,0.6899618177180191,0.20904386884905107,0.013496013564680713,0.005,1590222927,1578902054,6.156624195081463,12.156624195081463,6079,12.15800000000073,1,0,0.0,0.0,0.09525739764159204,0.008236555371298223,0.6061725442878001,920,0.4366612374872836,1.0394798024322733,5159,0.022102684378638715,0.026244338902805264
19,-0.5253693540627558,0.5289396458244653,0.21416777447299135,0.009700183649722454,0.005,1933157178,714513807,4.922818115291102,10.922818115291102,5462,10.924000000000317,1,5,0.01,0.0009154155986818016,0.09500189739687259,0.010270249948032483,0.5895872059652834,875,0.40914682687363707,0.9925636381516802,4587,0.021490804632810175,0.026463993988030406
20,-0.6563910220404613,0.5264845769251653,0.23162373964352825,0.014872179002127395,0.005,511007828,1463729499,5.106884125030044,11.106884125030044,5554,11.108000000000379,1,95,0.19,0.017104789341015485,0.109458113542297,0.01069485300396694,0.6741413735831099,995,0.44278260185208834,1.0737855567513148,4559,0.021721845610719805,0.027334836703762265
21,-0.6980200961394174,0.390501710122516,0.16440820789849808,0.011345338080487828,0.005,294093398,1751679020,6.620848315152015,12.620848315152015,6311,12.622000000000885,1,0,0.0,0.0,0.11002179208690913,0.007362206784849815,0.7358679872746332,1025,0.5098656938539041,1.1153279411443706,5286,0.020712462603280954,0.024397531643856978
22,-0.6788508528710326,0.6816247763288588,0.45444680659380865,0.018226973994529858,0.005,646471554,1321243658,2.9936960926120113,8.993696092612012,4497,8.993999999999673,1,71,0.14200000000000002,0.01578830331331999,0.11523357667652669,0.0109759844136263,0.7021638859043533,940,0.39593543391447367,1.0838452989074034,3557,0.022009946625155243,0.038361253842496244
23,-0.844074508035627,0.5961251221614594,0.13046733307922082,0.011507440171406758,0.005,1940398011,1640307605,11.038775731872938,17.03877573187294,8520,17.040000000001434,1,143,0.28600000000000003,0.016784037558685447,0.11187611031803692,0.007162555053079091,0.7705043290224148,975,0.6533897513803764,1.24351297964701,7545,0.035961404091669286,0.0991674810465707
24,-0.7983744968683226,0.4824259723297403,0.18417395405597092,0.011582878284891487,0.005,1367489184,556597679,6.954297505112067,12.954297505112066,6478,12.956000000000996,1,0,0.0,0.0,0.12195876753311884,0.007539360153775201,0.832460453659373,1235,0.49888486352584305,1.1842620298227795,5243,0.02086014834439855,0.02519123611112678
25,-0.8075391195401088,0.23369934665921116,0.2123695794861709,0.018453571891347744,0.005,917291909,1752809987,4.902954880442862,10.902954880442863,5452,10.90400000000031,1,0,0.0,0.0,0.13973429217381012,0.012622595687898596,0.8297955377034918,1260,0.4768743058441848,1.1886282361072553,4192,0.020227937643199665,0.025781101909890806
26,-1.051854704985166,0.4844551561630332,0.18730616123967933,0.015322460511502288,0.005,1302376713,1782151745,8.202132011996753,14.202132011996753,7102,14.204000000001413,1,162,0.324,0.022810475922275416,0.1503722807261061,0.007915070512395756,1.0413069224522673,1490,0.5295369194560187,1.3844424795927417,5612,0.03202172462408503,0.10330342651401914
27,-1.0458303520037493,0.7770343931936645,0.21973868316423656,0.013706914737074489,0.005,1640176069,158779452,8.295602389839447,14.295602389839447,7148,14.296000000001444,1,191,0.382,0.02672076105204253,0.1414244335492373,0.011023620574570138,1.0241279929330949,1285,0.5851134377915963,1.3939393205193844,5863,0.031460055447040856,0.11109921631871195
28,-0.5689952040128743,0.5966171756681478,0.35325320190191434,0.018605004928009716,0.005,1296022970,1628563317,3.2996512796072843,9.299651279607284,4650,9.299999999999775,1,7,0.014,0.0015053763440860215,0.1040490064819449,0.006343175567767473,0.6455416587709937,860,0.3928344298390132,1.0125683479103214,3790,0.02213978279261525,0.03171932630196631
29,-0.6110625287000482,0.2128757493096056,0.46781349040173115,0.015508424929488441,0.005,1521656582,1098352546,1.7612537793685754,7.761253779368575,3881,7.761999999999367,1,0,0.0,0.0,0.1171403858528965,0.008437820258923326,0.7209309996159649,910,0.3679279769378159,1.028330455538101,2971,0.01814762754601432,0.01676212823326289
30,-1.0854117732673925,0.2857530538961609,0.46046206239454357,0.007081799242198694,0.005,1428439975,1218973410,2.9778019497047747,8.977801949704775,4489,8.977999999999668,1,72,0.14400000000000002,0.01603920695032301,0.18461465349518527,0.009456944131507673,1.043385049371981,1105,0.5771494807445732,1.4188882828974978,3384,0.035880798450206655,0.039925590637917646
31,-0.7849052770855518,0.6307408182282292,0.3207813847581327,0.005112392627399054,0.005,1289703232,1412954166,4.413117975599394,10.413117975599395,5207,10.414000000000147,1,0,0.0,0.0,0.1267739955655342,0.008742916037258606,0.7620173723271896,1065,0.4657021551679145,1.172288315046435,4142,0.022375613850769503,0.030460851134939806
32,-0.6568492984958675,0.38448710154285415,0.2137675960547862,0.011297664741136939,0.005,1077749137,313807652,4.871348227033619,10.871348227033618,5436,10.8720000000003,1,0,0.0,0.0,0.1125807896014713,0.011402497953772317,0.6852415543493249,1015,0.4440111488991232,1.0815702422641607,4421,0.020880963800283283,0.02618444871640065
33,-0.6538455823969419,0.5018956241050885,0.1966717123820575,0.006788097185633572,0.005,1392521267,1097942356,5.876499434025722,11.876499434025721,5939,11.878000000000636,1,0,0.0,0.0,0.10627780269629548,0.009607629222048346,0.6728976273373051,1020,0.44807491905310254,1.080403351316777,4919,0.021364284293023166,0.0257228806019335
34,-0.9038397732830895,0.7148345587480807,0.39767520252512056,0.006759886916282726,0.005,670639685,1958561709,4.070342635781825,10.070342635781824,5036,10.072000000000033,1,48,0.096,0.009531374106433678,0.13773425428588318,0.005803440272159442,0.8574133199266789,1095,0.4872243488708927,1.268059458558261,3941,0.023028923759817143,0.03304457235963026
35,-0.8749834027247508,0.3567681954434093,0.12785745749588995,0.014090582715881986,0.005,1061242260,1707558466,9.633787674901603,15.633787674901603,7817,15.63400000000189,1,79,0.158,0.01010617884098759,0.13447988046514534,0.016947840872577943,0.8739053291815697,1215,0.5771808171916274,1.2565128857250403,6602,0.0434083283253805,0.09044504676957899
36,-0.6175806061957827,0.20203688922619145,0.16784226701494315,0.01830453412377537,0.005,2010686488,789667846,4.8832603967926795,10.883260396792679,5442,10.884000000000304,1,0,0.0,0.0,0.11088864938794701,0.008792573181125118,0.6731283519881772,1020,0.4379139271956096,1.055085312088578,4422,0.019767568164412795,0.024037479392519677
37,-0.7443883314550572,0.2052723827716121,0.12354924771942728,0.008527929835687764,0.005,445494308,350170385,7.686495318719303,13.686495318719302,6844,13.68800000000124,1,0,0.0,0.0,0.11596505784208659,0.009677701219871843,0.8042384895246115,1195,0.5196617120820973,1.1518199128465987,5649,0.019050735174407144,0.022146587102333335
38,-0.9090679726130402,0.661704063130203,0.32392079837928894,0.014992726014603119,0.005,383908383,871632817,4.849247234516808,10.849247234516808,5425,10.850000000000293,1,3049,6.098,0.5620276497695853,0.17723268944249057,0.011656904214588162,0.8826648144704041,1345,0.4766615427869014,1.2603169378070258,4080,0.05847549205092325,0.06585192415499963
39,-0.8858701253666413,0.30278794600786724,0.4050030860167767,0.016686119768439155,0.005,360487159,1324481556,2.934935837316731,8.934935837316731,4468,8.935999999999654,1,52,0.10400000000000001,0.011638316920322292,0.14936150572524948,0.007416858536509938,0.8812752585305756,1090,0.4826948903485274,1.2510856853997074,3378,0.020496297415082722,0.034712156433582046
40,-0.5978013608866203,0.7243767923872222,0.3771453588312541,0.009667872957791951,0.005,1939604968,578708415,3.505752151825959,9.50575215182596,4753,9.505999999999844,1,53,0.106,0.011150852093414685,0.10507021606746209,0.008176074173042062,0.6459429777992791,870,0.39961894195515807,1.0286064866949025,3883,0.023019681517414188,0.033237656861792426
41,-0.5635865041928051,0.6881290994682762,0.20919014219547055,0.00941635012906658,0.005,1128968621,646325089,5.983626142820146,11.983626142820146,5992,11.984000000000671,1,52,0.10400000000000001,0.008678237650200267,0.09366809265571938,0.011249550566587078,0.5810073349959239,935,0.40920663445907884,1.016596622565114,5057,0.022128680493988123,0.026378632775003255
42,-0.5190535472822919,0.3197189522350797,0.49460821208320005,0.012377779598085722,0.005,753990419,86764720,1.6958321334468225,7.695832133446823,3848,7.6959999999993745,1,0,0.0,0.0,0.10546879408338565,0.003921968556813708,0.6620720141547658,880,0.3226451752340412,0.9648670269921596,2968,0.019082872475217907,0.018223650397277955
43,-0.8537228879395532,0.5285320964477475,0.49011898759644756,0.012127450817297068,0.005,1744711991,1124116155,2.82024369462996,8.82024369462996,4411,8.821999999999615,1,0,0.0,0.0,0.1514115211937891,0.007335073974094827,0.8312287988885242,1450,0.33461505903367356,1.176583834531889,2961,0.025018071422312643,0.09893141438597422
44,-1.0228167717149912,0.7234964037279443,0.3908516299143513,0.018457078310467837,0.005,1295225613,521776667,4.467969535717713,10.467969535717714,5234,10.468000000000165,1,3011,6.022,0.5752770347726405,0.17777935739285022,0.013583192776379557,0.9743648955520726,1085,0.570590391625163,1.3745219508476325,4149,0.058325002027896346,0.06693040763871722
45,-0.7544718001942562,0.38016330273613136,0.38270683419619866,0.010924429981514612,0.005,610013781,350766513,2.9647631072841127,8.964763107284114,4483,8.965999999999664,1,52,0.10400000000000001,0.01159937541824671,0.13056585073456664,0.006172683237723672,0.7824764325936919,1000,0.44306112628271366,1.1497417266040788,3483,0.021119796931718126,0.033080954004174955
46,-0.9613979653921444,0.24688765199207624,0.48005925641896174,0.019179028000689748,0.005,1675836067,1743304025,2.516950983088043,8.516950983088043,4259,8.517999999999514,1,51,0.10200000000000001,0.011974641934726462,0.16289965699448009,0.003341500021471156,0.9388185583568797,1150,0.479559535562141,1.3060314272751024,3109,0.02084019958150119,0.04875798186480502
47,-0.8405547567417356,0.6514524665408209,0.23007977981754435,0.012683294904706856,0.005,1936397850,951515520,6.484738574009996,12.484738574009995,6243,12.486000000000839,1,3460,6.92,0.5542207272144802,0.14558889586666537,0.008451296092544972,0.8536638757800145,1245,0.47594633510364154,1.2154407051453553,4998,0.052862432792709586,0.06464112206890874
48,-1.04066215031934,0.22819058662267866,0.4235410587305949,0.009772307599180578,0.005,1462813165,21276503,2.9958199111673562,8.995819911167356,4498,8.995999999999674,1,61,0.122,0.013561582925744775,0.17141010885809155,0.009236817685733858,1.01148781262247,1080,0.570533741548427,1.3822565491564223,3418,0.02511509889415521,0.03490957752608139
49,-0.9867733589074666,0.2869422395356248,0.4916498568702965,0.018364281401280904,0.005,160012486,703402722,2.590696571237107,8.590696571237107,4296,8.591999999999539,1,425,0.85,0.0989292364990689,0.21482819603981404,0.007089190359009123,0.9542212906177306,1885,0.4291986713113085,1.2317912850500552,2411,0.02120792128647148,0.05085995700727222
50,-0.6118490444871885,0.6049528146224417,0.22969763951332253,0.007865834085095216,0.005,241619762,258152030,5.297406894070652,11.297406894070651,5649,11.298000000000442,1,0,0.0,0.0,0.10109752512801308,0.01036105236720263,0.6291313273116962,925,0.4364862408801135,1.0485609269112208,4724,0.02196793781953886,0.02698443356403773
51,-0.5920189908984926,0.25137706789448605,0.24644550097569137,0.012186129130187677,0.005,1478503800,1493706390,3.4222416536472653,9.422241653647266,4712,9.423999999999817,1,0,0.0,0.0,0.11104740203668713,0.01172691553781224,0.6861595311656943,905,0.4235916827491646,1.0363737892249714,3807,0.020131471668337727,0.027067203404178723
52,-0.7540918327235737,0.366122569224099,0.19090249417666807,0.009180568608871448,0.005,539644134,498860283,5.867992488935141,11.86799248893514,5934,11.868000000000633,1,0,0.0,0.0,0.1237070719945177,0.010164018112751085,0.7798646371541544,1180,0.47610766709829416,1.1500130332664436,4754,0.020852125912801563,0.025223702644290826
53,-1.0972841235107167,0.21068310490542533,0.45274616895421516,0.0077644361353362695,0.005,1495790280,336327728,2.8889636580191866,8.888963658019186,4445,8.889999999999638,1,66,0.132,0.01484814398200225,0.17109733775821287,0.005642526985783787,1.058399564728449,1045,0.5899629882133524,1.432364637722749,3400,0.023148440617102015,0.05136230772927547
54,-0.9572019995151764,0.6434735816655175,0.13385348245243012,0.005410017262781233,0.005,1506053125,1195493181,11.958415663556265,17.958415663556266,8980,17.960000000000925,1,170,0.34,0.01893095768374165,0.12409345488115266,0.006679378071673491,0.8526695949515152,1430,0.5409286669590351,1.3151361666587382,7550,0.033467964202212964,0.0936379452052481
55,-0.8193059721724398,0.5019492075415646,0.23630355250978613,0.007232570165351405,0.005,1301363526,1886509185,5.591347085902514,11.591347085902514,5796,11.59200000000054,1,0,0.0,0.0,0.12821335335574427,0.01169712080802794,0.8307685379557758,1170,0.4955992733229416,1.2029750894135678,4626,0.021475402111891688,0.02709578832709658
56,-0.7049247292266896,0.593780454716512,0.4210351279649902,0.013634036490787219,0.005,451422062,435553307,3.084553040076008,9.084553040076008,4543,9.085999999999704,1,98,0.196,0.02157164869029276,0.11916758793504043,0.003503274936722146,0.725584570005003,950,0.41614328140808576,1.1062950035880903,3593,0.022002815419765162,0.035667927572301174
57,-1.0509787263877417,0.6886004986544045,0.13797932712559283,0.014175874354213327,0.005,984027868,1732443782,12.60753521039228,18.607535210392278,9304,18.608000000000565,1,172,0.34400000000000003,0.018486672398968184,0.13491223431857446,0.004827377947211125,0.9144562805628437,1625,0.5387394847574795,1.3751321447680325,7679,0.03532830328510756,0.10385589290142411
58,-0.509798127541342,0.49478705010915525,0.43411268869127073,0.010866469386928472,0.005,899218598,619526889,2.3141115286886516,8.314111528688652,4158,8.315999999999447,1,75,0.15,0.018037518037518036,0.09978548419961299,0.0008110482483755312,0.6383444073129512,770,0.3716876090810031,0.9697931773269081,3388,0.021249312499157503,0.03782399570507822
59,-0.7126825926142596,0.6451810190587464,0.42616708556240557,0.008490733024579027,0.005,2063182546,1775915903,3.1862235674091446,9.186223567409144,4594,9.187999999999738,1,94,0.188,0.02046147148454506,0.11974840287809568,0.004751391694955052,0.7269394753669833,965,0.41526909328867817,1.1075162411145898,3629,0.022366968624992774,0.03612231394543355
60,-0.6488077351172363,0.4029986446744539,0.4454708103129008,0.005608342104812117,0.005,1293260195,814733501,2.3611117843005163,8.361111784300515,4181,8.361999999999462,1,66,0.132,0.015785697201626404,0.11747131905027933,0.0023779148807923168,0.7205094470344827,905,0.39492749249452297,1.064622848503516,3276,0.02102278116375668,0.04039527582478284
61,-0.5707648440470269,0.2160516839753484,0.47950185985170835,0.014059724293739802,0.005,2032814474,1971040493,1.640904017068271,7.640904017068271,3821,7.64199999999938,1,0,0.0,0.0,0.1111730567991113,0.00885467565062316,0.6918023919913086,850,0.36304135631235823,1.0060697389958952,2971,0.01826240963944359,0.017375585027920866
62,-1.0160145270097316,0.7373461304574185,0.20377747346623154,0.012885436098969343,0.005,1530357308,265353679,8.604290884770949,14.604290884770949,7303,14.606000000001547,1,201,0.402,0.027522935779816515,0.1379117997490692,0.013455959220806491,0.9818460502140133,1310,0.5671690914071088,1.3646669570763745,5993,0.0313891501862903,0.10621063440091093
63,-0.7726236639857411,0.5433968788322334,0.30452308722528826,0.012775611312760182,0.005,417497246,713677295,4.3215788819465555,10.321578881946555,5161,10.322000000000116,1,0,0.0,0.0,0.12670086074057346,0.011518159850444677,0.7602967950732533,1055,0.4675663495403197,1.1739811533152775,4106,0.02199988626764873,0.029814135828832092
64,-0.6077293618250388,0.47492954766084566,0.2615348584483176,0.012632354760028948,0.005,9789357,849214332,4.1396352131004015,10.139635213100402,5070,10.140000000000056,1,0,0.0,0.0,0.10687306743931883,0.010227366401423644,0.6611746231821565,915,0.4245369600356344,1.0415672103137918,4155,0.02143330131587805,0.02781738243059956
65,-0.7673991868447554,0.5758818957407903,0.41810833792946156,0.009618755339088361,0.005,1859759630,2133682501,3.2127584186378235,9.212758418637824,4607,9.213999999999746,1,66,0.132,0.014326025613197308,0.1277862893624476,0.00338574532238387,0.7651366209391236,1005,0.43651259449980634,1.1549247864151562,3602,0.022265418893662244,0.03637974619059437
66,-0.9299453628188614,0.23496907003139172,0.47719731213518723,0.008436931625541749,0.005,70890582,1697105102,2.4411588314232575,8.441158831423257,4221,8.441999999999489,1,72,0.14400000000000002,0.017057569296375266,0.15582323886868457,0.002640801451500281,0.9164536130386463,1105,0.4710035093896555,1.2768574671698243,3116,0.020076701997717477,0.04016553482059916
67,-0.556680718154052,0.2899835571968161,0.43653653114541624,0.01558219423360823,0.005,1448655432,187386529,1.9395038328850254,7.939503832885025,3970,7.939999999999348,1,54,0.108,0.013602015113350126,0.10844510977400265,0.006059576013970696,0.6861500485167592,815,0.3781960793314803,0.9976616921762739,3155,0.01990751815814947,0.02996768213417628
68,-0.9236566424201732,0.21577100810599104,0.4076074734899858,0.01598237275702426,0.005,735614862,1753032310,2.7954042176171185,8.795404217617119,4398,8.795999999999607,1,54,0.108,0.01227830832196453,0.15692844926465513,0.009344592897686025,0.9199934524177886,1135,0.4856230918635535,1.2777094770967223,3263,0.019938420674396093,0.035727156605398845
69,-0.7605679774344236,0.32459336820658835,0.3390393758619353,0.007132235076594325,0.005,528285864,1122296313,3.200694146165828,9.200694146165828,4601,9.201999999999742,1,0,0.0,0.0,0.13256372287778745,0.008150385102096707,0.7894646223420109,1025,0.4546881370275058,1.1541528940909425,3576,0.020672582054240076,0.031125261892246743
70,-0.936108420922793,0.7426398979106072,0.271213787355021,0.01602131350574453,0.005,1072377260,541830038,6.189760244879827,12.189760244879828,6095,12.19000000000074,1,3085,6.17,0.5061525840853158,0.15983759706694856,0.015750286258312863,0.9343665140054999,1120,0.5616620003877352,1.3029131761689754,4975,0.05496632658246634,0.06702504806938858
71,-0.9777250083658954,0.577620579696686,0.42247889642195446,0.014761029772846632,0.005,1466772241,1410032852,3.6814752197922007,9.681475219792201,4841,9.681999999999903,0,583,1.166,0.12042966329270811,0.3005846151263658,0.07705030586596223,0.9280530971825802,4841,0.22019988806771437,0.892998053792947,0,nan,nan
72,-0.696559321637837,0.728175298120121,0.29890950801183075,0.012262606672825034,0.005,371266058,1624289486,4.766441285974642,10.766441285974642,5384,10.768000000000265,1,0,0.0,0.0,0.11283521825033975,0.009064931854268229,0.6903499713742112,990,0.4434388209949572,1.1165463732088163,4394,0.022805377705237787,0.029692447993925536
73,-0.7345667996084746,0.3423102344072495,0.21171823707981918,0.01378703026591106,0.005,1398205213,1587677545,5.086368793113152,11.086368793113152,5544,11.088000000000372,1,0,0.0,0.0,0.12393978998530923,0.012408855385370973,0.7522142258446828,1100,0.47560665491766235,1.1399744479199414,4444,0.020857119424096137,0.02596774953403498
74,-0.9964473900742784,0.6232944507106906,0.3510734327313282,0.012354407998807743,0.005,1327744105,2129661778,4.613683889958532,10.613683889958532,5307,10.614000000000214,1,3026,6.0520000000000005,0.5701903146787262,0.17277881628676928,0.016067704740213355,0.9644525436384498,1080,0.568007520209679,1.3510005206508335,4227,0.05540653081766507,0.0640309025933176
75,-0.6917461235745743,0.7112228234081384,0.42805850166753023,0.01841353830393601,0.005,33400882,355894471,3.277516838276437,9.277516838276437,4639,9.277999999999768,1,95,0.19,0.020478551411942228,0.11577198416055824,0.004189804730096955,0.7059446818510922,945,0.408748843522692,1.1033187708295016,3694,0.0226108846277065,0.03591674713927802
76,-0.5176475044527701,0.5989031017307425,0.17021808054378443,0.005889087828753853,0.005,570130881,1304337103,6.559530001845528,12.559530001845527,6280,12.560000000000864,1,0,0.0,0.0,0.08757965634450655,0.0058800546766369635,0.5462668017664228,920,0.4014106105872477,0.9813904311975992,5360,0.021439515838267843,0.024766285455488462
77,-0.9635867485464424,0.6767069307732991,0.2655132359907647,0.007728152668168094,0.005,164818213,196358977,6.177822635466638,12.177822635466638,6089,12.178000000000736,1,3110,6.22,0.5107571029725735,0.1568087062292116,0.013095369348825664,0.9666187225847366,890,0.7140619245277317,1.3428545118986472,5199,0.05286093708191281,0.06541554211044201
78,-0.577308980607237,0.6571513439669019,0.35087672150168925,0.019879691527224738,0.005,2056662065,2011434041,3.51821665253503,9.51821665253503,4760,9.519999999999849,1,20,0.04,0.004201680672268907,0.10379726033724884,0.006799300853661129,0.6385994025522471,865,0.39787050275273955,1.0211707482385262,3895,0.022455437715514694,0.031151226693578237
79,-1.028610908543559,0.3428202028383021,0.1904880879829873,0.00908645518812655,0.005,83179421,1021948514,7.199563636253965,13.199563636253965,6600,13.200000000001078,1,5,0.01,0.0007575757575757576,0.16280319992370715,0.010816401412159376,1.05950560504467,1315,0.5809998057008623,1.378870197228262,5285,0.04338810278558261,0.11091378799778252
80,-0.990918782671273,0.39103948738607464,0.3357210947331193,0.007939736087457194,0.005,722800147,324953537,4.116387953387118,10.116387953387118,5059,10.118000000000048,1,110,0.22,0.02174342755485274,0.17235491351903884,0.015599174744185412,0.9727847898379317,1090,0.5727380786999048,1.3508483545850356,3969,0.044906498750174294,0.05236123702737724
81,-0.8435287414802153,0.33985017900744907,0.40451538883074967,0.006399029608396517,0.005,1097934945,146671284,2.925423737050442,8.925423737050442,4463,8.92599999999965,1,57,0.114,0.01277167824333408,0.14273705922398347,0.0065429926505080616,0.8509030938878283,1055,0.4691066588901082,1.2187466634108313,3408,0.020804928256308187,0.03391109087760151
82,-0.5493671682706964,0.3119304454622986,0.48937397854443476,0.018012150999663315,0.005,2044796908,275777359,1.759998797432565,7.759998797432565,3880,7.759999999999367,1,0,0.0,0.0,0.10865884102146225,0.0036494235782877555,0.675202911031527,910,0.32730843346349675,0.9881253647283963,2970,0.01895591289015992,0.018385553943032214
83,-0.7490558840337502,0.3438043554102255,0.3068944147869701,0.018458984479110353,0.005,950271661,1053191206,3.561030070236311,9.561030070236312,4781,9.561999999999863,1,0,0.0,0.0,0.13043835834212578,0.009563714120069275,0.7740650276104529,1035,0.45897282647143334,1.1536677583389205,3746,0.020961178788893163,0.02963392570239013
