episodes,success_delta_on_minus_off_mean,zone_time_delta_on_minus_off_mean,zone_ratio_delta_on_minus_off_mean,target_err_mean_delta_on_minus_off_mean,attach_err_mean_delta_on_minus_off_mean,hf_target_err_diff_rms_delta_on_minus_off_mean,hf_attach_err_diff_rms_delta_on_minus_off_mean,hf_qdot_diff_rms_delta_on_minus_off_mean,win_zone_time_on_rate,win_attach_err_on_rate,win_hf_attach_on_rate,win_hf_qdot_on_rate
1,-1.0,1.522,0.577828397873956,0.09939274767532069,nan,0.00039035489154040366,nan,-0.008537498819802092,0.0,nan,nan,1.0
