uncertainty_on,episodes,success_rate,zone_time_mean_s,zone_ratio_mean,zone_entries_mean,target_err_mean,target_err_p95_mean,hold_err_mean,attach_err_mean,hf_target_err_diff_rms_mean,hf_attach_err_diff_rms_mean,hf_qdot_diff_rms_mean
1,200,1.0,0.10143,0.008822951585705627,1.34,0.12382611285881548,0.7732515089192088,0.46646479746731573,0.022234013694975515,0.0010099564834436504,0.0006653228137625289,0.21197377233207507
0,200,1.0,0.13831000000000002,0.012248440722810285,1.525,0.12636391550545123,0.7706854223535328,0.4603860753535534,0.022869746408417404,0.0010054556948937649,0.000660175288042198,0.21434676702143654
