episode,uncertainty_on,x_start,x_end,speed,y_noise_mean,y_noise_std,noise_seed,kf_seed,base_duration_s,max_time_s,steps_total,sim_time_s,success,zone_steps,zone_time_s,zone_ratio,zone_entries,target_err_mean,target_err_min,target_err_p95,hold_steps,hold_err_mean,hold_err_p95,attach_steps,attach_err_mean,attach_err_p95,hf_target_err_diff_rms,hf_attach_err_diff_rms,hf_qdot_diff_rms
1,1,-0.5214013793565551,0.6870696727284644,0.45890622077684895,0.008995106300789354,0.005,1269010341,462146401,2.6333725658355354,8.633372565835536,4317,8.633999999999553,1,0,0.0,0.0,0,0.10380847529007256,0.0011179409098825378,0.6201746248665958,770,0.3698513828353805,0.9805307193955288,3547,0.030186734619387402,0.05795980264519885,0.0012281716260683082,0.0010842421393689836,0.27557072953297873
1,0,-0.5214013793565551,0.6870696727284644,0.45890622077684895,0.008995106300789354,0.005,1269010341,462146401,2.6333725658355354,8.633372565835536,4317,8.633999999999553,1,0,0.0,0.0,0,0.10480770333193161,0.0011734971196968355,0.6182500647898793,780,0.3666833967388168,0.9801803193014255,3537,0.030708523211237706,0.05847806470369723,0.001221302996897535,0.001078320171970957,0.2779256920804918
2,1,-1.0600344783471238,0.7270555009282269,0.2928717993300677,0.005469374267664599,0.005,1002755584,2002279890,6.101953084466468,12.101953084466468,6051,12.10200000000071,1,0,0.0,0.0,0,0.14954239447878134,0.0049831973827157705,0.9210770432909632,1515,0.505158608895354,1.3645074625364642,4536,0.012217141167417471,0.013272299019043025,0.0009137997861105888,0.00042173113527507034,0.16125886976604464
2,0,-1.0600344783471238,0.7270555009282269,0.2928717993300677,0.005469374267664599,0.005,1002755584,2002279890,6.101953084466468,12.101953084466468,6051,12.10200000000071,1,132,0.264,0.02181457610312345,3,0.14790408758827137,0.001392703497639635,0.9177644228015178,1040,0.6751362853590969,1.4134894973194723,5011,0.026701802075944542,0.14357132645233517,0.0009822837418670654,0.0006955999043670804,0.16412065766375514
3,1,-0.573226393383822,0.7170160072211289,0.38338737685669655,0.011028025973516712,0.005,772595150,1888308469,3.365375279654084,9.365375279654085,4683,9.365999999999797,1,0,0.0,0.0,0,0.09539895667726976,0.0021988998370883373,0.640204601465411,850,0.3912519423463303,1.0135582046319296,3833,0.013571881894639412,0.019195991312895958,0.0008294770183287228,0.0004412921007890982,0.16871904333302304
3,0,-0.573226393383822,0.7170160072211289,0.38338737685669655,0.011028025973516712,0.005,772595150,1888308469,3.365375279654084,9.365375279654085,4683,9.365999999999797,1,0,0.0,0.0,0,0.0962930411995464,0.0014323264952568959,0.6375041180345806,865,0.38662239538754345,1.0129286062868217,3818,0.013701982284871602,0.02072969809587483,0.0008439464082428523,0.0004687417823117414,0.17534306018075446
4,1,-0.8107722877514483,0.7398001352949404,0.15456027930155117,0.01654920251395793,0.005,828602507,935497554,10.03215334530537,16.032153345305368,8017,16.034000000001992,1,146,0.292,0.018211300985406013,2,0.115074071724088,0.0006034130222205365,0.7386008887868588,1315,0.45809378236516024,1.1939081542058638,6702,0.035139336515648455,0.06179567725621241,0.0011779010803640584,0.001139058252967967,0.28657322512281647
4,0,-0.8107722877514483,0.7398001352949404,0.15456027930155117,0.01654920251395793,0.005,828602507,935497554,10.03215334530537,16.032153345305368,8017,16.034000000001992,1,502,1.004,0.0626169390046152,6,0.10826120979053812,0.0013781273109898116,0.7353800033447675,1360,0.45773751321600137,1.189628960256379,6657,0.02375931813474185,0.09403001182237715,0.0007202538731277708,0.0005049211082083908,0.19721581453343656
5,1,-0.8936225389490077,0.6101509170489652,0.4466288392763218,0.0078203342210664,0.005,272692330,1094577603,3.366942131266211,9.36694213126621,4684,9.367999999999798,1,0,0.0,0.0,0,0.13195872929762995,0.004180844130922006,0.8517170358963542,1090,0.456889935824141,1.252465547054745,3594,0.012936925746259232,0.015802202717035176,0.0009939506206991168,0.0004170379651513048,0.1587690970365357
5,0,-0.8936225389490077,0.6101509170489652,0.4466288392763218,0.0078203342210664,0.005,272692330,1094577603,3.366942131266211,9.36694213126621,4684,9.367999999999798,1,0,0.0,0.0,0,0.13344950129155322,0.0042422763136646825,0.8486732686004623,1115,0.45028422229644,1.2488748820580964,3569,0.012816919814957228,0.016040926896733997,0.0009961703945594572,0.00041170789003634555,0.1651263694247678
6,1,-0.9915817710078559,0.46385198688000395,0.17165925462299172,0.014088772437366257,0.005,2024417915,1141144975,8.47862098134103,14.47862098134103,7240,14.480000000001505,1,41,0.082,0.005662983425414364,5,0.15004777523347199,0.0013875350963448762,0.8840182792625735,1510,0.5217010595476355,1.321306246004064,5730,0.035472905329896484,0.05920668875517583,0.0011593976125300579,0.0011027660912250475,0.2812874220176243
6,0,-0.9915817710078559,0.46385198688000395,0.17165925462299172,0.014088772437366257,0.005,2024417915,1141144975,8.47862098134103,14.47862098134103,7240,14.480000000001505,1,96,0.192,0.013259668508287293,4,0.15343387424838828,0.001270411925759896,0.8801972462424286,1535,0.5288234084662726,1.3174322255352338,5705,0.03587021770845401,0.059822481862792744,0.0011634960603750892,0.0011087257589757439,0.283012790378737
7,1,-0.5752816015397156,0.4270983190437564,0.16957718862056498,0.0066405900149583575,0.005,1952292173,1608060721,5.911054008722441,11.911054008722441,5956,11.912000000000647,1,73,0.146,0.012256548018804566,2,0.10922292360779591,0.0011474068625722186,0.6032374002964496,910,0.4428712133012562,1.027520290074882,5046,0.03668985932277326,0.06478672986699455,0.001150332578068091,0.0011001197486080715,0.28504261875190146
7,0,-0.5752816015397156,0.4270983190437564,0.16957718862056498,0.0066405900149583575,0.005,1952292173,1608060721,5.911054008722441,11.911054008722441,5956,11.912000000000647,1,86,0.17200000000000001,0.014439220953660174,1,0.11121397670896288,0.0012202844552144073,0.5986456112737634,960,0.42854872086127394,1.025385247194704,4996,0.03683270292364737,0.06437803305129569,0.0011499504266603419,0.0011025420527703022,0.2866730316200213
8,1,-0.5494103117593084,0.5915582201521778,0.48275361004816886,0.017924465781145035,0.005,885016550,895172049,2.363459346886378,8.363459346886378,4182,8.363999999999463,1,0,0.0,0.0,0,0.09496888841094078,0.0007932662743309106,0.6487498958317228,805,0.36709866085468174,0.987828745132308,3377,0.012645272286169096,0.022062357650989062,0.0009148959374048216,0.0003754729642526632,0.182981269904497
8,0,-0.5494103117593084,0.5915582201521778,0.48275361004816886,0.017924465781145035,0.005,885016550,895172049,2.363459346886378,8.363459346886378,4182,8.363999999999463,1,2,0.004,0.00047824007651841227,1,0.0954283876010515,0.0005998163927662936,0.6469039961315332,810,0.3656618652375398,0.987650188778956,3372,0.012653511549806375,0.02237147956720295,0.000911141427553162,0.000369703925082262,0.1844928699151719
9,1,-1.0651335684848557,0.7218513418084886,0.3043665277034423,0.007732194825369766,0.005,1072142926,444839761,5.871161076011888,11.871161076011887,5936,11.872000000000634,1,85,0.17,0.014319407008086253,1,0.1369455978558516,0.0006130367769927301,0.9342313018135562,1080,0.6300351822410352,1.4148708047550462,4856,0.013968677236409354,0.023475415978718956,0.0008950838371556844,0.0005129119602312001,0.1612408714371597
9,0,-1.0651335684848557,0.7218513418084886,0.3043665277034423,0.007732194825369766,0.005,1072142926,444839761,5.871161076011888,11.871161076011887,5936,11.872000000000634,1,141,0.28200000000000003,0.023753369272237198,3,0.14937443590303884,0.00022657235471815264,0.9312631311834944,1035,0.6738255008634302,1.416943120499196,4901,0.02657249605028679,0.1393557608301442,0.0010024662279387326,0.0007164601305753816,0.16850622061916426
10,1,-0.9328413615444964,0.34971787868825077,0.30803464851147033,0.01972502705484506,0.005,2097883089,10644000,4.163684982941093,10.163684982941092,5082,10.164000000000064,1,0,0.0,0.0,0,0.13640045894732666,0.002069434525337894,0.8997755171722264,1035,0.558929633743869,1.300871274947465,4047,0.012884552506860093,0.028185356809092215,0.0009204978680716763,0.0004788649703275219,0.17577825645714368
10,0,-0.9328413615444964,0.34971787868825077,0.30803464851147033,0.01972502705484506,0.005,2097883089,10644000,4.163684982941093,10.163684982941092,5082,10.164000000000064,1,0,0.0,0.0,0,0.1403041970131333,0.0024857726758333648,0.8966648903312124,1095,0.5426326657855325,1.2945378695187928,3987,0.012698884304136826,0.02353241424203476,0.0009012908201322922,0.0004334599633932237,0.17531990516323026
11,1,-0.5051505038873673,0.4369863410617344,0.34858559727894745,0.016819673409829535,0.005,2054219,1284739449,2.702741743501177,8.702741743501177,4352,8.703999999999576,1,0,0.0,0.0,0,0.09350906312756353,0.0013349493209727362,0.635615831027123,790,0.3814977470078856,0.9725258486515946,3562,0.013300383545915177,0.01980901013719362,0.0008279359790591014,0.0003623838347117265,0.17139750619763408
11,0,-0.5051505038873673,0.4369863410617344,0.34858559727894745,0.016819673409829535,0.005,2054219,1284739449,2.702741743501177,8.702741743501177,4352,8.703999999999576,1,0,0.0,0.0,0,0.09538806079736381,0.0013962426180107587,0.6335942096044936,815,0.3749678182796742,0.97181501345791,3537,0.013716615072978005,0.02124394515760631,0.0008420995396544331,0.0003995145301179091,0.17642655906334534
12,1,-0.635143779236128,0.4945097798234975,0.3876014879751466,0.016950959595316967,0.005,2106356452,672869837,2.91447167801394,8.914471678013939,4458,8.915999999999647,1,0,0.0,0.0,0,0.10727817951575308,0.004374152841016965,0.7076177700897499,895,0.40874970605586247,1.0550299460787345,3563,0.013352862800197882,0.01750580564171604,0.0008523248099727035,0.0003973261213572549,0.16985197475661706
12,0,-0.635143779236128,0.4945097798234975,0.3876014879751466,0.016950959595316967,0.005,2106356452,672869837,2.91447167801394,8.914471678013939,4458,8.915999999999647,1,0,0.0,0.0,0,0.10725599091019888,0.004197923648548369,0.7047925831151389,910,0.40022564215450046,1.0543101661455367,3548,0.013151716510469556,0.016451205882995645,0.0008540810112108797,0.00038434610387334686,0.16986529410031936
13,1,-0.6301690767669349,0.21191340224661367,0.12409065579241241,0.010612911826852377,0.005,401942296,1809822167,6.786026503254552,12.786026503254552,6394,12.78800000000094,1,59,0.11800000000000001,0.009227400688145137,1,0.1156479537780817,0.001140371659524985,0.6345462758984605,925,0.4955162276035358,1.0719787405399461,5469,0.040596112552627635,0.07982158023919114,0.001189151046574016,0.001154499321672219,0.28239384358051034
13,0,-0.6301690767669349,0.21191340224661367,0.12409065579241241,0.010612911826852377,0.005,401942296,1809822167,6.786026503254552,12.786026503254552,6394,12.78800000000094,1,0,0.0,0.0,0,0.1161126128936294,0.0008405317867845016,0.6301992501070047,960,0.48929689603251997,1.0703658466132406,5434,0.03882802467600151,0.06186329670045038,0.0011773417683962285,0.0011451668829340251,0.28307587242337673
14,1,-0.6417594234700046,0.3936703619484394,0.4854328613425538,0.007639015259593658,0.005,181052609,893821600,2.133003073905571,8.13300307390557,4067,8.133999999999386,1,1071,2.142,0.2633390705679862,18,0.13434480593515327,0.0017185806244990934,0.7191978969691434,920,0.3767557311070965,1.0513286127083898,3147,0.04243083179514383,0.0659261875615287,0.0011527723938600139,0.0008938912804622428,0.313737717123584
14,0,-0.6417594234700046,0.3936703619484394,0.4854328613425538,0.007639015259593658,0.005,181052609,893821600,2.133003073905571,8.13300307390557,4067,8.133999999999386,1,1028,2.056,0.2527661667076469,17,0.13468466200077,0.002325888377864011,0.7164526590688377,915,0.37673631780108435,1.0513446659790098,3152,0.04317882278363119,0.06809873630657114,0.0011600788151418175,0.0009072189514761341,0.3165410531936057
15,1,-0.7864379357557297,0.4548608398321157,0.2628596498814766,0.006004873660228977,0.005,1110496718,905784460,4.722287259180126,10.722287259180126,5362,10.72400000000025,1,0,0.0,0.0,0,0.11381859376434664,0.0010959677593795783,0.7689446344895188,985,0.5005661453568672,1.1867964252582301,4377,0.011935454480367378,0.01981363600793143,0.000764870069422487,0.00038061665073232676,0.15653872414473877
15,0,-0.7864379357557297,0.4548608398321157,0.2628596498814766,0.006004873660228977,0.005,1110496718,905784460,4.722287259180126,10.722287259180126,5362,10.72400000000025,1,262,0.524,0.04886236478925774,9,0.13780109073693894,0.000668709351701199,0.7664127790693321,1055,0.48153245621671636,1.1804518217070876,4307,0.03720344565500882,0.06674731196395393,0.0010645306487807624,0.0009080445721438639,0.3190046222295288
16,1,-0.655045146105285,0.43837441647976216,0.34673638085383673,0.009477517570877203,0.005,1170918536,185381386,3.153460735480097,9.153460735480097,4577,9.153999999999726,1,0,0.0,0.0,0,0.10919959674917336,0.003356048881705072,0.7197154238505449,920,0.4204409730339046,1.0766507405094583,3657,0.01289049079084935,0.017261088398492268,0.0008120608230648954,0.00034959114597947895,0.16753797908416138
16,0,-0.655045146105285,0.43837441647976216,0.34673638085383673,0.009477517570877203,0.005,1170918536,185381386,3.153460735480097,9.153460735480097,4577,9.153999999999726,1,0,0.0,0.0,0,0.11010997103109967,0.0034227217586910103,0.716586111725738,945,0.41063527435455033,1.075474984261567,3632,0.012864420253760278,0.01858110501060063,0.0008232989355942609,0.00036518933780077864,0.17169522443236612
