episodes,success_delta_on_minus_off_mean,zone_time_delta_on_minus_off_mean,zone_ratio_delta_on_minus_off_mean,target_err_mean_delta_on_minus_off_mean,attach_err_mean_delta_on_minus_off_mean,hf_target_err_diff_rms_delta_on_minus_off_mean,hf_attach_err_diff_rms_delta_on_minus_off_mean,hf_qdot_diff_rms_delta_on_minus_off_mean,win_zone_time_on_rate,win_attach_err_on_rate,win_hf_attach_on_rate,win_hf_qdot_on_rate
200,0.0,-0.036879999999999996,-0.0034254891371046595,-0.0025378026466357506,-0.0006357327134418923,4.500788549885361e-06,5.147525720331131e-06,-0.0023729946893614436,0.275,0.655,0.57,0.82
